name,steamid,team_name,kills,assists,deaths,headshots,hs_%,k/d,kast,avg_damages_per_round,avg_kills_per_round,avg_death_per_round,utility_damage_per_round,health_damage,armor_damage,utility_damage,first_kill,first_death,trade_kill,trade_death,1k,2k,3k,4k,5k,match_checksum,tournament
b1t,76561198246607476,Natus Vincere,22,6,9,12,54,2.444444,84.210526,128.210526,1.157895,0.473684,10.052631,2436,332,191,4,3,1,4,7,5,0,0,1,abd480a89674e421,BLAST Premier World Final 2024
w0nderful,76561199063068840,Natus Vincere,7,2,15,5,71,0.466667,52.380955,48.809525,0.333333,0.714286,2.333333,1025,162,49,2,3,1,2,4,0,1,0,0,61978a585e80788f,BLAST Premier World Final 2024
karrigan,76561197989430253,FaZe Clan,9,9,13,5,55,0.692308,80.952385,51.095238,0.428571,0.619048,7.047619,1073,97,148,2,0,1,3,4,1,1,0,0,61978a585e80788f,BLAST Premier World Final 2024
ropz,76561197991272318,FaZe Clan,19,5,11,10,52,1.727273,90.476189,94.095238,0.904762,0.52381,3.904762,1976,274,82,5,3,2,4,7,3,2,0,0,61978a585e80788f,BLAST Premier World Final 2024
frozen,76561198068422762,FaZe Clan,15,3,8,7,46,1.875,80.952385,75.904762,0.714286,0.380952,1.857143,1594,119,39,1,1,4,2,3,3,2,0,0,61978a585e80788f,BLAST Premier World Final 2024
jL,76561198176878303,Natus Vincere,10,6,16,9,90,0.625,71.428574,68.0,0.47619,0.761905,2.714286,1428,247,57,1,3,1,3,2,4,0,0,0,61978a585e80788f,BLAST Premier World Final 2024
broky,76561198201620490,FaZe Clan,17,5,7,4,23,2.428571,95.238098,82.095238,0.809524,0.333333,2.047619,1724,91,43,2,1,4,2,7,5,0,0,0,61978a585e80788f,BLAST Premier World Final 2024
rain,76561197997351207,FaZe Clan,16,6,14,8,50,1.142857,80.952385,78.380951,0.761905,0.666667,3.0,1646,302,63,5,1,1,3,5,4,1,0,0,61978a585e80788f,BLAST Premier World Final 2024
b1t,76561198246607476,Natus Vincere,12,2,17,7,58,0.705882,61.904762,72.333336,0.571429,0.809524,0.904762,1519,183,19,2,4,0,3,8,0,0,1,0,61978a585e80788f,BLAST Premier World Final 2024
iM,76561198050250233,Natus Vincere,8,4,15,2,25,0.533333,61.904762,45.761906,0.380952,0.714286,1.809524,961,176,38,0,3,3,3,4,2,0,0,0,61978a585e80788f,BLAST Premier World Final 2024
Aleksib,76561198013243326,Natus Vincere,16,4,13,3,18,1.230769,76.190475,73.047623,0.761905,0.619048,6.571429,1534,264,138,1,2,5,1,8,4,0,0,0,61978a585e80788f,BLAST Premier World Final 2024
jL,76561198176878303,FaZe Clan,10,6,18,7,70,0.555556,73.684212,70.526314,0.526316,0.947368,2.052632,1340,239,39,2,0,1,4,6,2,0,0,0,af4da788cca3cf47,BLAST Premier World Final 2024
ropz,76561197991272318,Natus Vincere,20,6,13,8,40,1.538462,94.736847,119.263161,1.052632,0.684211,0.421053,2266,257,8,3,1,4,5,7,5,1,0,0,af4da788cca3cf47,BLAST Premier World Final 2024
iM,76561198050250233,FaZe Clan,12,4,17,5,41,0.705882,63.15789,74.894737,0.631579,0.894737,0.0,1423,203,0,3,5,2,2,5,2,1,0,0,af4da788cca3cf47,BLAST Premier World Final 2024
karrigan,76561197989430253,Natus Vincere,15,7,11,5,33,1.363636,89.473686,73.631577,0.789474,0.578947,10.105263,1399,330,192,1,2,5,3,4,2,1,1,0,af4da788cca3cf47,BLAST Premier World Final 2024
broky,76561198201620490,Natus Vincere,13,4,10,3,23,1.3,84.210526,58.63158,0.684211,0.526316,5.263158,1114,228,100,1,0,2,2,8,1,1,0,0,af4da788cca3cf47,BLAST Premier World Final 2024
frozen,76561198068422762,Natus Vincere,20,10,13,10,50,1.538462,84.210526,117.157898,1.052632,0.684211,9.631579,2226,424,183,4,3,2,5,6,2,2,1,0,af4da788cca3cf47,BLAST Premier World Final 2024
b1t,76561198246607476,FaZe Clan,14,8,17,9,64,0.823529,73.684212,93.947365,0.736842,0.894737,0.473684,1785,238,9,0,1,5,3,5,2,2,0,0,af4da788cca3cf47,BLAST Premier World Final 2024
rain,76561197997351207,Natus Vincere,16,6,14,8,50,1.142857,68.421051,85.736839,0.842105,0.736842,5.31579,1629,250,101,2,2,4,4,3,5,1,0,0,af4da788cca3cf47,BLAST Premier World Final 2024
Aleksib,76561198013243326,FaZe Clan,13,4,16,7,53,0.8125,68.421051,60.684212,0.684211,0.842105,0.105263,1153,236,2,2,3,2,2,7,0,2,0,0,af4da788cca3cf47,BLAST Premier World Final 2024
w0nderful,76561199063068840,FaZe Clan,11,4,17,5,45,0.647059,73.684212,64.736839,0.578947,0.894737,3.263158,1230,164,62,1,2,2,4,7,2,0,0,0,af4da788cca3cf47,BLAST Premier World Final 2024
chopper,76561198045898864,Spirit,13,6,15,7,53,0.866667,72.727272,68.13636,0.590909,0.681818,6.909091,1499,240,152,0,3,4,4,7,3,0,0,0,dbff32cc281390d2,BLAST Premier World Final 2024
ZywOo,76561198113666193,Vitality,17,6,15,10,58,1.133333,86.36364,86.0,0.772727,0.681818,3.0,1892,209,66,2,0,2,5,6,4,1,0,0,dbff32cc281390d2,BLAST Premier World Final 2024
zont1x,76561198995880877,Spirit,12,3,13,9,75,0.923077,77.272728,67.909088,0.545455,0.590909,3.272727,1494,265,72,2,4,1,4,10,1,0,0,0,dbff32cc281390d2,BLAST Premier World Final 2024
apEX,76561197989744167,Vitality,8,4,15,4,50,0.533333,68.181816,50.272728,0.363636,0.681818,3.090909,1106,225,68,1,0,4,2,6,1,0,0,0,dbff32cc281390d2,BLAST Premier World Final 2024
donk,76561198386265483,Spirit,16,2,11,9,56,1.454545,81.818184,66.86364,0.727273,0.5,1.227273,1471,232,27,2,2,5,4,9,1,0,0,1,dbff32cc281390d2,BLAST Premier World Final 2024
magixx,76561199063238565,Spirit,12,5,10,4,33,1.2,90.909096,66.227272,0.545455,0.454545,6.545455,1457,253,144,3,2,0,5,4,4,0,0,0,dbff32cc281390d2,BLAST Premier World Final 2024
JACKZ,76561197972242917,Vitality,12,2,14,4,33,0.857143,54.545456,48.954544,0.545455,0.636364,0.863636,1077,153,19,3,4,2,2,6,0,2,0,0,dbff32cc281390d2,BLAST Premier World Final 2024
sh1ro,76561198081484775,Spirit,21,5,10,6,28,2.1,90.909096,100.86364,0.954545,0.454545,2.136364,2219,171,47,3,1,8,2,5,5,2,0,0,dbff32cc281390d2,BLAST Premier World Final 2024
Spinx,76561198063336407,Vitality,9,8,14,4,44,0.642857,77.272728,72.681816,0.409091,0.636364,13.727273,1599,223,302,3,2,3,1,5,2,0,0,0,dbff32cc281390d2,BLAST Premier World Final 2024
flameZ,76561197978835160,Vitality,13,8,16,5,38,0.8125,68.181816,53.5,0.590909,0.727273,2.772727,1177,247,61,3,4,3,5,9,2,0,0,0,dbff32cc281390d2,BLAST Premier World Final 2024
chopper,76561198045898864,Spirit,17,5,17,11,64,1.0,79.166672,82.791664,0.708333,0.708333,4.666667,1987,228,112,3,3,1,9,6,2,1,1,0,6fc423a29305d61b,BLAST Premier World Final 2024
ZywOo,76561198113666193,Vitality,21,5,16,9,42,1.3125,75.0,101.166664,0.875,0.666667,2.458333,2428,301,59,1,1,6,1,9,3,1,1,0,6fc423a29305d61b,BLAST Premier World Final 2024
flameZ,76561197978835160,Vitality,8,9,20,5,62,0.4,75.0,55.083332,0.333333,0.833333,2.208333,1322,330,53,3,9,1,6,6,1,0,0,0,6fc423a29305d61b,BLAST Premier World Final 2024
apEX,76561197989744167,Vitality,16,4,15,4,25,1.066667,66.666672,60.666668,0.666667,0.625,7.958333,1456,217,191,0,2,3,2,6,2,2,0,0,6fc423a29305d61b,BLAST Premier World Final 2024
Spinx,76561198063336407,Vitality,16,4,18,7,43,0.888889,70.833328,74.958336,0.666667,0.75,3.208333,1799,312,77,4,3,2,1,12,2,0,0,0,6fc423a29305d61b,BLAST Premier World Final 2024
JACKZ,76561197972242917,Vitality,9,5,18,7,77,0.5,66.666672,57.166668,0.375,0.75,0.916667,1372,289,22,0,1,2,6,7,1,0,0,0,6fc423a29305d61b,BLAST Premier World Final 2024
magixx,76561199063238565,Spirit,14,6,15,7,50,0.933333,75.0,66.333336,0.583333,0.625,7.333333,1592,266,176,1,1,4,7,7,2,1,0,0,6fc423a29305d61b,BLAST Premier World Final 2024
sh1ro,76561198081484775,Spirit,15,3,10,7,46,1.5,79.166672,70.375,0.625,0.416667,5.791667,1689,204,139,3,0,5,1,9,3,0,0,0,6fc423a29305d61b,BLAST Premier World Final 2024
donk,76561198386265483,Spirit,23,3,14,16,69,1.642857,75.0,98.041664,0.958333,0.583333,0.0,2353,232,0,4,4,8,1,6,7,1,0,0,6fc423a29305d61b,BLAST Premier World Final 2024
zont1x,76561198995880877,Spirit,17,8,15,7,41,1.133333,79.166672,79.0,0.708333,0.625,10.375,1896,429,249,4,0,4,4,8,3,1,0,0,6fc423a29305d61b,BLAST Premier World Final 2024
Graviti,76561198179538505,3DMAX,16,6,19,11,68,0.842105,62.5,80.375,0.666667,0.791667,5.333333,1929,269,128,5,4,4,2,6,2,2,0,0,28c465f3ee6bd47f,Perfect World Shanghai Major 2024
drop,76561198388056582,MIBR,8,4,16,6,75,0.5,62.5,52.458332,0.333333,0.666667,4.375,1259,240,105,1,2,1,3,4,2,0,0,0,28c465f3ee6bd47f,Perfect World Shanghai Major 2024
 Djoko,76561198047876970,3DMAX,17,6,18,15,88,0.944444,70.833328,88.375,0.708333,0.75,8.416667,2121,323,202,3,4,4,6,5,2,0,2,0,28c465f3ee6bd47f,Perfect World Shanghai Major 2024
Maka,76561198045739761,3DMAX,11,8,15,6,54,0.733333,79.166672,63.708332,0.458333,0.625,7.041667,1529,166,169,4,2,2,6,7,2,0,0,0,28c465f3ee6bd47f,Perfect World Shanghai Major 2024
Lucaozy,76561198157388473,MIBR,21,7,18,14,66,1.166667,79.166672,98.25,0.875,0.75,3.791667,2358,316,91,4,5,4,4,5,5,2,0,0,28c465f3ee6bd47f,Perfect World Shanghai Major 2024
Ex3rcice,76561198168198200,3DMAX,22,4,15,11,50,1.466667,83.333328,104.083336,0.916667,0.625,10.041667,2498,452,241,1,1,6,4,10,4,0,1,0,28c465f3ee6bd47f,Perfect World Shanghai Major 2024
 saffee,76561197985565685,MIBR,20,6,12,6,30,1.666667,75.0,78.458336,0.833333,0.5,8.291667,1883,335,199,3,1,4,3,6,4,2,0,0,28c465f3ee6bd47f,Perfect World Shanghai Major 2024
exit,76561198010496342,MIBR,18,2,15,6,33,1.2,79.166672,68.166664,0.75,0.625,5.666667,1636,314,136,1,1,4,6,10,1,2,0,0,28c465f3ee6bd47f,Perfect World Shanghai Major 2024
Lucky,76561198031890115,3DMAX,10,3,14,2,20,0.714286,66.666672,40.75,0.416667,0.583333,8.291667,978,181,199,0,0,2,3,6,1,1,0,0,28c465f3ee6bd47f,Perfect World Shanghai Major 2024
insani,76561198061423730,MIBR,13,7,16,8,61,0.8125,66.666672,73.916664,0.541667,0.666667,10.25,1774,346,246,2,4,2,2,5,4,0,0,0,28c465f3ee6bd47f,Perfect World Shanghai Major 2024
Ex3rcice,76561198168198200,3DMAX,17,8,15,6,35,1.133333,79.166672,74.333336,0.708333,0.625,3.125,1784,367,75,1,1,5,2,2,6,1,0,0,acf6b139f56e98ab,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,21,3,19,15,71,1.105263,66.666672,81.75,0.875,0.791667,0.875,1962,369,21,2,3,6,3,9,3,2,0,0,acf6b139f56e98ab,Perfect World Shanghai Major 2024
 Djoko,76561198047876970,3DMAX,15,3,18,9,60,0.833333,70.833328,66.958336,0.625,0.75,2.0,1607,227,48,2,3,1,6,6,3,1,0,0,acf6b139f56e98ab,Perfect World Shanghai Major 2024
Maka,76561198045739761,3DMAX,19,7,15,7,36,1.266667,79.166672,79.75,0.791667,0.625,3.333333,1914,123,80,5,2,4,1,13,0,2,0,0,acf6b139f56e98ab,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,16,4,16,3,18,1.0,66.666672,69.5,0.666667,0.666667,2.0,1668,174,48,3,2,2,2,10,3,0,0,0,acf6b139f56e98ab,Perfect World Shanghai Major 2024
Lucky,76561198031890115,3DMAX,22,4,14,11,50,1.571429,75.0,80.333336,0.916667,0.583333,3.833333,1928,297,92,2,2,3,3,6,3,2,1,0,acf6b139f56e98ab,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,14,12,18,7,50,0.777778,70.833328,75.166664,0.583333,0.75,7.791667,1804,305,187,1,3,2,3,10,2,0,0,0,acf6b139f56e98ab,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,17,2,14,8,47,1.214286,83.333328,74.166664,0.708333,0.583333,2.958333,1780,322,71,4,1,2,3,10,2,1,0,0,acf6b139f56e98ab,Perfect World Shanghai Major 2024
Graviti,76561198179538505,3DMAX,12,9,19,10,83,0.631579,83.333328,68.958336,0.5,0.791667,0.208333,1655,235,5,3,3,1,5,8,2,0,0,0,acf6b139f56e98ab,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,13,4,18,6,46,0.722222,62.5,63.833332,0.541667,0.75,2.625,1532,202,63,1,4,1,3,5,4,0,0,0,acf6b139f56e98ab,Perfect World Shanghai Major 2024
ropz,76561197991272318,FaZe Clan,5,0,13,2,40,0.384615,29.411766,39.294117,0.294118,0.764706,1.823529,668,122,31,1,3,1,0,2,0,1,0,0,ec6d6c73b46d11c0,Perfect World Shanghai Major 2024
malbsMd,76561198080703143,G2 Esports,10,6,10,6,60,1.0,76.470589,73.058823,0.588235,0.588235,8.235294,1242,275,140,4,1,2,3,4,3,0,0,0,ec6d6c73b46d11c0,Perfect World Shanghai Major 2024
rain,76561197997351207,FaZe Clan,10,0,13,6,60,0.769231,64.705887,64.117645,0.588235,0.764706,2.647059,1090,214,45,0,2,3,1,10,0,0,0,0,ec6d6c73b46d11c0,Perfect World Shanghai Major 2024
huNter,76561198012872053,G2 Esports,8,7,10,5,62,0.8,76.470589,70.411766,0.470588,0.588235,7.235294,1197,173,123,0,0,1,4,3,1,1,0,0,ec6d6c73b46d11c0,Perfect World Shanghai Major 2024
 karrigan,76561197989430253,FaZe Clan,8,5,15,3,37,0.533333,70.588234,61.35294,0.470588,0.882353,9.705882,1043,108,165,1,5,1,7,4,2,0,0,0,ec6d6c73b46d11c0,Perfect World Shanghai Major 2024
m0NESY,76561198074762801,G2 Esports,19,5,8,12,63,2.375,94.117645,117.941177,1.117647,0.470588,9.823529,2005,373,167,4,0,3,4,3,3,2,1,0,ec6d6c73b46d11c0,Perfect World Shanghai Major 2024
broky,76561198201620490,FaZe Clan,12,6,13,5,41,0.923077,70.588234,92.647057,0.705882,0.764706,1.058824,1575,233,18,2,1,5,2,7,1,1,0,0,ec6d6c73b46d11c0,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,11,4,15,6,54,0.733333,64.705887,75.647057,0.647059,0.882353,12.941176,1286,241,220,1,1,2,4,4,2,1,0,0,ec6d6c73b46d11c0,Perfect World Shanghai Major 2024
NiKo,76561198041683378,G2 Esports,14,4,9,7,50,1.555556,94.117645,76.882355,0.823529,0.529412,6.176471,1307,238,105,3,2,2,3,8,3,0,0,0,ec6d6c73b46d11c0,Perfect World Shanghai Major 2024
Snax,76561197982141573,G2 Esports,18,3,9,5,27,2.0,64.705887,89.058823,1.058824,0.529412,2.941176,1514,315,50,1,2,6,3,2,5,2,0,0,ec6d6c73b46d11c0,Perfect World Shanghai Major 2024
huNter,76561198012872053,G2 Esports,17,2,7,13,76,2.428571,81.25,103.5625,1.0625,0.4375,7.375,1657,217,118,1,1,3,2,2,4,1,1,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
Snax,76561197982141573,G2 Esports,7,4,11,2,28,0.636364,81.25,50.625,0.4375,0.6875,4.3125,810,155,69,1,3,2,3,5,1,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
broky,76561198201620490,FaZe Clan,11,2,13,2,18,0.846154,75.0,75.25,0.6875,0.8125,5.25,1204,93,84,2,0,1,4,7,2,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
 karrigan,76561197989430253,FaZe Clan,8,2,13,6,75,0.615385,62.5,60.9375,0.5,0.8125,0.0,975,198,0,3,2,1,2,4,2,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
malbsMd,76561198080703143,G2 Esports,14,4,12,11,78,1.166667,75.0,97.1875,0.875,0.75,5.75,1555,277,92,3,3,3,4,6,1,2,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
ropz,76561197991272318,FaZe Clan,9,2,14,4,44,0.642857,43.75,56.8125,0.5625,0.875,1.625,909,212,26,2,3,2,0,4,1,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
rain,76561197997351207,FaZe Clan,6,4,13,4,66,0.461538,56.25,63.0625,0.375,0.8125,0.75,1009,152,12,0,1,2,2,4,1,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,13,2,14,5,38,0.928571,62.5,86.5625,0.8125,0.875,4.125,1385,299,66,2,1,2,0,4,3,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
m0NESY,76561198074762801,G2 Esports,11,4,9,4,36,1.222222,75.0,64.25,0.6875,0.5625,1.5,1028,86,24,0,1,1,3,5,3,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
NiKo,76561198041683378,G2 Esports,18,5,8,12,66,2.25,93.75,117.4375,1.125,0.5,8.5625,1879,203,137,2,1,5,3,7,4,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,21,5,18,8,38,1.166667,73.91304,97.434784,0.913043,0.782609,2.652174,2241,244,61,4,1,2,4,12,1,1,1,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,15,5,16,13,86,0.9375,73.91304,72.391304,0.652174,0.695652,0.086957,1665,301,2,4,2,3,5,5,5,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG,15,3,20,9,60,0.75,47.826088,55.695652,0.652174,0.869565,1.434783,1281,253,33,3,3,3,3,1,7,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
Krimbo,76561198170631091,BIG,12,5,14,4,33,0.857143,60.869564,58.217392,0.521739,0.608696,2.347826,1339,226,54,2,3,3,0,4,4,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
tabseN,76561197961491680,BIG,11,8,18,6,54,0.611111,78.260872,74.173912,0.478261,0.782609,10.521739,1706,386,242,0,2,2,4,9,1,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,22,5,10,7,31,2.2,82.608696,104.95652,0.956522,0.434783,8.521739,2414,263,196,3,2,3,4,6,2,4,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
JDC,76561198078771373,BIG,10,5,15,4,40,0.666667,69.565216,55.130436,0.434783,0.652174,1.0,1268,216,23,1,4,1,3,6,2,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,16,5,13,10,62,1.230769,73.91304,74.04348,0.695652,0.565217,3.782609,1703,221,87,2,1,4,4,5,4,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,13,4,14,5,38,0.928571,73.91304,66.0,0.565217,0.608696,6.0,1518,232,138,1,2,4,2,7,0,2,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,19,9,16,8,42,1.1875,86.95652,92.130432,0.826087,0.695652,8.826087,2119,422,203,3,3,4,7,8,4,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,12,3,18,10,83,0.666667,62.5,44.166668,0.5,0.75,4.875,1060,220,117,1,4,0,3,9,0,1,0,0,8863fb1ebba84df1,Perfect World Shanghai Major 2024
JDC,76561198078771373,BIG,22,4,14,14,63,1.571429,79.166672,99.958336,0.916667,0.583333,0.875,2399,277,21,4,0,3,5,9,5,1,0,0,8863fb1ebba84df1,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,14,4,19,8,57,0.736842,58.333332,71.958336,0.583333,0.791667,0.0,1727,272,0,4,3,3,4,6,4,0,0,0,8863fb1ebba84df1,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG,11,3,18,6,54,0.611111,66.666672,54.5,0.458333,0.75,2.083333,1308,180,50,3,4,2,5,7,2,0,0,0,8863fb1ebba84df1,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,16,7,17,7,43,0.941176,66.666672,87.291664,0.666667,0.708333,3.166667,2095,228,76,4,0,5,1,7,2,2,0,0,8863fb1ebba84df1,Perfect World Shanghai Major 2024
Krimbo,76561198170631091,BIG,20,9,11,9,45,1.818182,87.5,87.875,0.833333,0.458333,12.625,2109,383,303,2,0,5,4,12,1,2,0,0,8863fb1ebba84df1,Perfect World Shanghai Major 2024
tabseN,76561197961491680,BIG,20,7,11,11,55,1.818182,79.166672,80.083336,0.833333,0.458333,5.041667,1922,314,121,2,2,5,3,9,4,1,0,0,8863fb1ebba84df1,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,9,6,20,9,100,0.45,62.5,56.958332,0.375,0.833333,6.791667,1367,256,163,1,4,3,6,9,0,0,0,0,8863fb1ebba84df1,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,18,8,12,5,27,1.5,83.333328,79.666664,0.75,0.5,1.75,1912,103,42,3,4,5,5,5,5,1,0,0,8863fb1ebba84df1,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,14,1,18,9,64,0.777778,58.333332,73.208336,0.583333,0.75,0.416667,1757,275,10,0,3,3,1,7,2,1,0,0,8863fb1ebba84df1,Perfect World Shanghai Major 2024
JDC,76561198078771373,BIG,15,2,15,5,33,1.0,57.894737,86.263161,0.789474,0.789474,5.105263,1639,356,97,5,4,3,2,6,3,1,0,0,4d8ded1a139bbd27,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,16,2,11,5,31,1.454545,84.210526,80.157898,0.842105,0.578947,3.210526,1523,155,61,1,1,3,3,9,2,1,0,0,4d8ded1a139bbd27,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,12,4,12,6,50,1.0,73.684212,78.947365,0.631579,0.631579,4.105263,1500,174,78,2,2,3,1,8,2,0,0,0,4d8ded1a139bbd27,Perfect World Shanghai Major 2024
Krimbo,76561198170631091,BIG,9,3,15,4,44,0.6,73.684212,49.842106,0.473684,0.789474,2.736842,947,243,52,1,1,2,5,5,2,0,0,0,4d8ded1a139bbd27,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,15,3,8,3,20,1.875,78.947372,84.736839,0.789474,0.421053,0.0,1610,172,0,3,0,2,1,8,2,1,0,0,4d8ded1a139bbd27,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,9,7,11,3,33,0.818182,78.947372,61.578949,0.473684,0.578947,4.31579,1170,151,82,2,3,0,4,7,1,0,0,0,4d8ded1a139bbd27,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG,14,4,13,10,71,1.076923,73.684212,82.052635,0.736842,0.684211,5.0,1559,294,95,3,1,3,1,5,3,1,0,0,4d8ded1a139bbd27,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,6,5,12,3,50,0.5,73.684212,34.210526,0.315789,0.631579,0.105263,650,101,2,0,1,5,2,6,0,0,0,0,4d8ded1a139bbd27,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,17,2,9,9,52,1.888889,78.947372,93.421051,0.894737,0.473684,3.789474,1775,241,72,2,3,2,1,8,3,1,0,0,4d8ded1a139bbd27,Perfect World Shanghai Major 2024
tabseN,76561197961491680,BIG,7,7,14,4,57,0.5,52.63158,61.36842,0.368421,0.736842,11.210526,1166,260,213,0,3,0,3,2,1,1,0,0,4d8ded1a139bbd27,Perfect World Shanghai Major 2024
 karrigan,76561197989430253,FaZe Clan,6,3,14,5,83,0.428571,52.63158,40.105263,0.315789,0.736842,5.210526,762,134,99,1,4,1,2,1,1,1,0,0,681745a2b9b36b8b,Perfect World Shanghai Major 2024
skullz,76561198118646644,FURIA,13,1,9,5,38,1.444444,68.421051,72.052635,0.684211,0.473684,5.947369,1369,285,113,2,1,2,0,7,3,0,0,0,681745a2b9b36b8b,Perfect World Shanghai Major 2024
yuurih,76561198164970560,FURIA,13,4,10,7,53,1.3,73.684212,83.473686,0.684211,0.526316,3.105263,1586,282,59,3,0,2,2,5,4,0,0,0,681745a2b9b36b8b,Perfect World Shanghai Major 2024
KSCERATO,76561198058500492,FURIA,13,5,9,10,76,1.444444,78.947372,66.684212,0.684211,0.473684,4.105263,1267,246,78,0,0,3,1,5,1,2,0,0,681745a2b9b36b8b,Perfect World Shanghai Major 2024
broky,76561198201620490,FaZe Clan,11,5,14,5,45,0.785714,68.421051,65.526314,0.578947,0.736842,2.736842,1245,190,52,1,2,2,2,7,2,0,0,0,681745a2b9b36b8b,Perfect World Shanghai Major 2024
FalleN,76561197960690195,FURIA,17,3,10,7,41,1.7,84.210526,90.473686,0.894737,0.526316,2.368421,1719,154,45,4,1,0,4,6,4,1,0,0,681745a2b9b36b8b,Perfect World Shanghai Major 2024
ropz,76561197991272318,FaZe Clan,10,2,12,4,40,0.833333,47.368423,50.684212,0.526316,0.631579,5.31579,963,251,101,1,3,3,0,2,2,0,1,0,681745a2b9b36b8b,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,14,6,14,9,64,1.0,68.421051,104.105263,0.736842,0.736842,15.736842,1978,345,299,1,1,2,4,4,1,1,0,1,681745a2b9b36b8b,Perfect World Shanghai Major 2024
rain,76561197997351207,FaZe Clan,8,4,13,3,37,0.615385,63.15789,46.526318,0.421053,0.684211,2.736842,884,152,52,2,3,2,2,6,1,0,0,0,681745a2b9b36b8b,Perfect World Shanghai Major 2024
chelo,76561198067763828,FURIA,11,9,11,4,36,1.0,73.684212,67.105263,0.578947,0.578947,1.210526,1275,240,23,4,4,2,2,2,3,1,0,0,681745a2b9b36b8b,Perfect World Shanghai Major 2024
rain,76561197997351207,FaZe Clan,18,7,15,12,66,1.2,90.909096,106.36364,0.818182,0.681818,6.136364,2340,305,135,4,1,2,2,6,3,2,0,0,6a0a0abd5ac9d66e,Perfect World Shanghai Major 2024
KSCERATO,76561198058500492,FURIA,13,4,11,6,46,1.181818,68.181816,68.772728,0.590909,0.5,6.590909,1513,421,145,2,1,2,2,7,1,0,1,0,6a0a0abd5ac9d66e,Perfect World Shanghai Major 2024
chelo,76561198067763828,FURIA,11,5,16,9,81,0.6875,63.636364,61.863636,0.5,0.727273,0.0,1361,189,0,3,6,1,4,5,2,1,0,0,6a0a0abd5ac9d66e,Perfect World Shanghai Major 2024
ropz,76561197991272318,FaZe Clan,17,1,11,7,41,1.545455,72.727272,69.272728,0.772727,0.5,2.772727,1524,128,61,3,4,4,0,5,6,0,0,0,6a0a0abd5ac9d66e,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,8,4,13,5,62,0.615385,72.727272,47.68182,0.363636,0.590909,2.0,1049,225,44,1,1,1,4,5,0,1,0,0,6a0a0abd5ac9d66e,Perfect World Shanghai Major 2024
broky,76561198201620490,FaZe Clan,11,4,11,4,36,1.0,68.181816,63.772728,0.5,0.5,3.045455,1403,130,67,3,3,1,2,6,3,0,0,0,6a0a0abd5ac9d66e,Perfect World Shanghai Major 2024
