name,steamid,team_name,kills,assists,deaths,headshots,hs_%,k/d,kast,avg_damages_per_round,avg_kills_per_round,avg_death_per_round,utility_damage_per_round,health_damage,armor_damage,utility_damage,first_kill,first_death,trade_kill,trade_death,1k,2k,3k,4k,5k,match_checksum,tournament
zorte,76561198059614402,BetBoom Team,13,5,16,5,38,0.8125,72.0,60.759998,0.52,0.64,0.2,1519,99,5,2,1,2,1,7,1,0,1,0,fbf78c246823fe98,BLAST Bounty 2025 Season 1
siuhy,76561198150673360,MOUZ,10,9,20,8,80,0.5,60.000004,55.279999,0.4,0.8,1.88,1382,208,47,2,3,2,3,6,2,0,0,0,fbf78c246823fe98,BLAST Bounty 2025 Season 1
iM,76561198050250233,Natus Vincere NAVI,14,7,11,4,28,1.272727,70.0,72.849998,0.7,0.55,3.3,1457,243,66,2,1,5,3,2,4,0,1,0,4f4c3d9d0403aa1d,BLAST Bounty 2025 Season 1
ANa,76561198116899423,Imperial Fe,8,4,16,3,37,0.5,60.000004,44.349998,0.4,0.8,0.55,887,96,11,1,1,2,2,3,1,1,0,0,4f4c3d9d0403aa1d,BLAST Bounty 2025 Season 1
twenty3,76561198809859276,Imperial Fe,16,3,18,7,43,0.888889,55.0,91.300003,0.8,0.9,6.15,1826,191,123,1,3,4,1,3,5,1,0,0,4f4c3d9d0403aa1d,BLAST Bounty 2025 Season 1
b1t,76561198246607476,Natus Vincere NAVI,16,8,12,9,56,1.333333,85.0,75.199997,0.8,0.6,0.0,1504,329,0,2,1,0,3,5,4,1,0,0,4f4c3d9d0403aa1d,BLAST Bounty 2025 Season 1
jL,76561198176878303,Natus Vincere NAVI,21,7,13,14,66,1.615385,85.0,124.050003,1.05,0.65,7.7,2481,415,154,3,1,5,3,4,5,1,1,0,4f4c3d9d0403aa1d,BLAST Bounty 2025 Season 1
Aleksib,76561198013243326,Natus Vincere NAVI,14,2,12,5,35,1.166667,80.0,71.400002,0.7,0.6,8.25,1428,182,165,3,2,0,4,8,3,0,0,0,4f4c3d9d0403aa1d,BLAST Bounty 2025 Season 1
Kat,76561198371036559,Imperial Fe,14,0,16,7,50,0.875,60.000004,62.5,0.7,0.8,2.6,1250,159,52,1,5,3,3,5,3,1,0,0,4f4c3d9d0403aa1d,BLAST Bounty 2025 Season 1
w0nderful,76561199063068840,Natus Vincere NAVI,21,7,11,10,47,1.909091,85.0,100.949997,1.05,0.55,5.0,2019,102,100,3,2,4,2,3,6,2,0,0,4f4c3d9d0403aa1d,BLAST Bounty 2025 Season 1
zAAz,76561197990140855,Imperial Fe,11,8,19,7,63,0.578947,65.0,78.900002,0.55,0.95,5.35,1578,296,107,1,3,2,4,3,2,0,1,0,4f4c3d9d0403aa1d,BLAST Bounty 2025 Season 1
tory,76561198047829655,Imperial Fe,10,5,17,7,70,0.588235,65.0,59.25,0.5,0.85,5.25,1185,168,105,3,1,1,2,5,1,1,0,0,4f4c3d9d0403aa1d,BLAST Bounty 2025 Season 1
Aleksib,76561198013243326,Natus Vincere NAVI,7,3,13,1,14,0.538462,71.428574,45.57143,0.333333,0.619048,0.52381,957,124,11,1,1,1,2,5,1,0,0,0,ae43c12d258f7377,BLAST Bounty 2025 Season 1
tory,76561198047829655,Imperial Fe,20,1,17,12,60,1.176471,71.428574,92.85714,0.952381,0.809524,3.285714,1950,297,69,4,1,4,3,6,4,2,0,0,ae43c12d258f7377,BLAST Bounty 2025 Season 1
w0nderful,76561199063068840,Natus Vincere NAVI,17,6,9,4,23,1.888889,80.952385,86.238098,0.809524,0.428571,1.333333,1811,158,28,3,3,5,2,6,1,3,0,0,ae43c12d258f7377,BLAST Bounty 2025 Season 1
b1t,76561198246607476,Natus Vincere NAVI,31,3,10,23,74,3.1,100.0,139.904755,1.47619,0.47619,0.857143,2938,324,18,3,1,4,4,5,4,2,3,0,ae43c12d258f7377,BLAST Bounty 2025 Season 1
Kat,76561198371036559,Imperial Fe,8,5,15,5,62,0.533333,57.14286,41.476189,0.380952,0.714286,1.571429,871,101,33,1,2,2,3,3,1,1,0,0,ae43c12d258f7377,BLAST Bounty 2025 Season 1
ANa,76561198116899423,Imperial Fe,7,4,17,4,57,0.411765,57.14286,46.0,0.333333,0.809524,5.523809,966,82,116,1,1,2,3,5,1,0,0,0,ae43c12d258f7377,BLAST Bounty 2025 Season 1
twenty3,76561198809859276,Imperial Fe,5,4,17,3,60,0.294118,47.619049,36.57143,0.238095,0.809524,0.047619,768,137,1,0,6,0,2,5,0,0,0,0,ae43c12d258f7377,BLAST Bounty 2025 Season 1
iM,76561198050250233,Natus Vincere NAVI,13,7,12,6,46,1.083333,85.714287,73.809525,0.619048,0.571429,0.142857,1550,207,3,2,3,3,5,11,1,0,0,0,ae43c12d258f7377,BLAST Bounty 2025 Season 1
zAAz,76561197990140855,Imperial Fe,18,4,19,13,72,0.947368,71.428574,91.952377,0.857143,0.904762,2.952381,1931,358,62,4,1,1,3,7,4,1,0,0,ae43c12d258f7377,BLAST Bounty 2025 Season 1
jL,76561198176878303,Natus Vincere NAVI,17,8,14,12,70,1.214286,90.476189,90.476189,0.809524,0.666667,6.142857,1900,232,129,2,2,3,4,4,5,1,0,0,ae43c12d258f7377,BLAST Bounty 2025 Season 1
frozen,76561198068422762,FaZe.clan,11,4,17,6,54,0.647059,56.521736,61.869564,0.478261,0.73913,0.043478,1423,216,1,1,2,1,2,2,3,1,0,0,1d595f30e2271da8,BLAST Bounty 2025 Season 1
EliGE,76561198066693739,FaZe.clan,21,3,17,16,76,1.235294,60.869564,98.173912,0.913043,0.73913,4.565217,2258,326,105,2,3,3,3,7,2,2,1,0,1d595f30e2271da8,BLAST Bounty 2025 Season 1
snow,76561198377335846,paiN Gaming,21,4,11,8,38,1.909091,82.608696,83.173912,0.913043,0.478261,3.826087,1913,247,88,2,0,3,1,4,2,3,1,0,1d595f30e2271da8,BLAST Bounty 2025 Season 1
biguzera,76561198015308884,paiN Gaming,12,13,13,9,75,0.923077,73.91304,68.869568,0.521739,0.565217,12.826087,1584,265,295,3,1,1,4,3,3,1,0,0,1d595f30e2271da8,BLAST Bounty 2025 Season 1
dav1deuS,76561198120491311,paiN Gaming,21,6,13,8,38,1.615385,86.95652,103.869568,0.913043,0.565217,9.73913,2389,402,224,3,3,3,1,6,6,1,0,0,1d595f30e2271da8,BLAST Bounty 2025 Season 1
rain,76561197997351207,FaZe.clan,6,7,15,4,66,0.4,56.521736,44.260868,0.26087,0.652174,5.043478,1018,154,116,0,2,1,1,4,1,0,0,0,1d595f30e2271da8,BLAST Bounty 2025 Season 1
broky,76561198201620490,FaZe.clan,15,2,12,5,33,1.25,60.869564,70.391304,0.652174,0.521739,2.086957,1619,44,48,5,2,2,1,3,6,0,0,0,1d595f30e2271da8,BLAST Bounty 2025 Season 1
nqz,76561198350342505,paiN Gaming,11,5,15,0,0,0.733333,65.217392,58.95652,0.478261,0.652174,2.26087,1356,138,52,3,5,1,4,7,2,0,0,0,1d595f30e2271da8,BLAST Bounty 2025 Season 1
kauez,76561198385657675,paiN Gaming,15,2,13,6,40,1.153846,78.260872,62.95652,0.652174,0.565217,0.347826,1448,257,8,2,1,2,1,8,2,1,0,0,1d595f30e2271da8,BLAST Bounty 2025 Season 1
karrigan,76561197989430253,FaZe.clan,12,4,19,6,50,0.631579,56.521736,54.0,0.521739,0.826087,1.956522,1242,158,45,2,4,2,2,7,1,1,0,0,1d595f30e2271da8,BLAST Bounty 2025 Season 1
EliGE,76561198066693739,FaZe.clan,10,3,15,7,70,0.666667,70.833328,50.583332,0.416667,0.625,3.541667,1214,211,85,1,6,3,5,6,0,0,1,0,b24037a3e9942c2a,BLAST Bounty 2025 Season 1
biguzera,76561198015308884,paiN Gaming,15,6,17,10,66,0.882353,75.0,69.0,0.625,0.708333,5.166667,1656,369,124,6,6,4,5,7,4,0,0,0,b24037a3e9942c2a,BLAST Bounty 2025 Season 1
broky,76561198201620490,FaZe.clan,17,2,10,9,52,1.7,79.166672,67.5,0.708333,0.416667,8.291667,1620,311,199,3,2,3,3,8,3,1,0,0,b24037a3e9942c2a,BLAST Bounty 2025 Season 1
karrigan,76561197989430253,FaZe.clan,15,12,17,5,33,0.882353,79.166672,77.875,0.625,0.708333,4.875,1869,356,117,2,3,4,8,8,2,1,0,0,b24037a3e9942c2a,BLAST Bounty 2025 Season 1
snow,76561198377335846,paiN Gaming,12,2,13,8,66,0.923077,79.166672,60.416668,0.5,0.541667,5.833333,1450,292,140,0,3,2,2,10,1,0,0,0,b24037a3e9942c2a,BLAST Bounty 2025 Season 1
frozen,76561198068422762,FaZe.clan,13,6,11,8,61,1.181818,79.166672,60.041668,0.541667,0.458333,12.75,1441,349,306,3,2,4,0,5,4,0,0,0,b24037a3e9942c2a,BLAST Bounty 2025 Season 1
nqz,76561198350342505,paiN Gaming,15,2,13,3,20,1.153846,75.0,68.208336,0.625,0.541667,2.25,1637,141,54,3,2,4,2,6,3,1,0,0,b24037a3e9942c2a,BLAST Bounty 2025 Season 1
rain,76561197997351207,FaZe.clan,18,6,14,9,50,1.285714,79.166672,88.0,0.75,0.583333,9.166667,2112,365,220,2,0,4,3,6,3,2,0,0,b24037a3e9942c2a,BLAST Bounty 2025 Season 1
kauez,76561198385657675,paiN Gaming,8,3,13,6,75,0.615385,79.166672,47.041668,0.333333,0.541667,5.041667,1129,220,121,1,0,2,2,8,0,0,0,0,b24037a3e9942c2a,BLAST Bounty 2025 Season 1
dav1deuS,76561198120491311,paiN Gaming,17,9,17,9,52,1.0,79.166672,80.541664,0.708333,0.708333,7.958333,1933,363,191,3,0,2,7,8,3,1,0,0,b24037a3e9942c2a,BLAST Bounty 2025 Season 1
Tauson,76561198316706174,Team B,7,5,9,5,71,0.777778,86.95652,44.086956,0.304348,0.391304,9.869565,1014,268,227,4,2,0,2,7,0,0,0,0,1c84ce40cd34a0c4,BLAST Bounty 2025 Season 1
nqz,76561198350342505,Team A,9,4,13,5,55,0.692308,69.565216,37.695652,0.391304,0.565217,0.608696,867,113,14,1,1,3,3,7,1,0,0,0,1c84ce40cd34a0c4,BLAST Bounty 2025 Season 1
sl3nd,76561198098071693,Team B,20,10,11,7,35,1.818182,86.95652,97.347824,0.869565,0.478261,11.521739,2239,285,265,4,1,2,3,7,3,1,1,0,1c84ce40cd34a0c4,BLAST Bounty 2025 Season 1
PR,76561198310561479,Team B,16,3,13,8,50,1.230769,82.608696,79.130432,0.695652,0.565217,7.782609,1820,352,179,2,1,2,3,10,0,2,0,0,1c84ce40cd34a0c4,BLAST Bounty 2025 Season 1
REZ,76561198034172415,Team B,20,5,13,14,70,1.538462,73.91304,83.260872,0.869565,0.565217,5.521739,1915,299,127,2,2,6,3,7,3,1,1,0,1c84ce40cd34a0c4,BLAST Bounty 2025 Season 1
snow,76561198377335846,Team A,14,3,12,5,35,1.166667,86.95652,71.304344,0.608696,0.521739,9.26087,1640,424,213,2,2,3,1,10,2,0,0,0,1c84ce40cd34a0c4,BLAST Bounty 2025 Season 1
biguzera,76561198015308884,Team A,12,4,16,8,66,0.75,69.565216,67.04348,0.521739,0.695652,8.652174,1542,348,199,1,3,3,4,4,4,0,0,0,1c84ce40cd34a0c4,BLAST Bounty 2025 Season 1
ztr,76561199009468655,Team B,11,2,15,8,72,0.733333,56.521736,50.739132,0.478261,0.652174,11.086957,1167,294,255,2,3,3,2,6,1,1,0,0,1c84ce40cd34a0c4,BLAST Bounty 2025 Season 1
kauez,76561198385657675,Team A,11,7,17,6,54,0.647059,65.217392,61.608696,0.478261,0.73913,0.0,1417,265,0,2,4,3,3,7,2,0,0,0,1c84ce40cd34a0c4,BLAST Bounty 2025 Season 1
dav1deuS,76561198120491311,Team A,15,3,16,10,66,0.9375,69.565216,71.478264,0.652174,0.695652,7.434783,1644,357,171,3,4,1,5,5,3,0,1,0,1c84ce40cd34a0c4,BLAST Bounty 2025 Season 1
PR,76561198310561479,GamerLegion,18,5,15,10,55,1.2,80.0,91.449997,0.9,0.75,5.6,1829,357,112,4,2,3,5,5,5,1,0,0,b8bd9df442017102,BLAST Bounty 2025 Season 1
dav1deuS,76561198120491311,paiN Gaming,20,6,15,10,50,1.333333,85.0,119.849998,1.0,0.75,4.1,2397,235,82,3,3,1,4,7,2,3,0,0,b8bd9df442017102,BLAST Bounty 2025 Season 1
sl3nd,76561198098071693,GamerLegion,13,4,13,3,23,1.0,75.0,64.800003,0.65,0.65,2.55,1296,101,51,2,2,4,3,4,3,1,0,0,b8bd9df442017102,BLAST Bounty 2025 Season 1
nqz,76561198350342505,paiN Gaming,15,8,10,5,33,1.5,70.0,69.349998,0.75,0.5,4.95,1387,111,99,1,3,3,1,8,2,1,0,0,b8bd9df442017102,BLAST Bounty 2025 Season 1
ztr,76561199009468655,GamerLegion,7,6,16,4,57,0.4375,60.000004,49.049999,0.35,0.8,0.0,981,132,0,1,1,2,3,7,0,0,0,0,b8bd9df442017102,BLAST Bounty 2025 Season 1
Tauson,76561198316706174,GamerLegion,9,3,15,3,33,0.6,65.0,47.0,0.45,0.75,0.0,940,202,0,1,5,3,3,5,2,0,0,0,b8bd9df442017102,BLAST Bounty 2025 Season 1
biguzera,76561198015308884,paiN Gaming,13,2,13,9,69,1.0,85.0,68.25,0.65,0.65,0.1,1365,187,2,2,1,1,3,9,2,0,0,0,b8bd9df442017102,BLAST Bounty 2025 Season 1
snow,76561198377335846,paiN Gaming,12,7,11,7,58,1.090909,80.0,73.449997,0.6,0.55,6.35,1469,242,127,3,2,4,1,10,1,0,0,0,b8bd9df442017102,BLAST Bounty 2025 Season 1
kauez,76561198385657675,paiN Gaming,13,3,11,10,76,1.181818,65.0,59.400002,0.65,0.55,3.45,1188,201,69,2,0,0,0,8,1,1,0,0,b8bd9df442017102,BLAST Bounty 2025 Season 1
REZ,76561198034172415,GamerLegion,13,5,14,10,76,0.928571,70.0,81.449997,0.65,0.7,2.55,1629,245,51,1,1,3,4,6,2,1,0,0,b8bd9df442017102,BLAST Bounty 2025 Season 1
Tauson,76561198316706174,GamerLegion,14,5,21,5,35,0.666667,72.0,62.400002,0.56,0.84,1.96,1560,222,49,4,3,3,4,8,3,0,0,0,2632360dbef620f0,BLAST Bounty 2025 Season 1
dav1deuS,76561198120491311,paiN Gaming,23,8,21,15,65,1.095238,88.0,97.080002,0.92,0.84,1.16,2427,332,29,3,3,2,9,12,4,1,0,0,2632360dbef620f0,BLAST Bounty 2025 Season 1
ztr,76561199009468655,GamerLegion,14,4,20,6,42,0.7,64.0,63.84,0.56,0.8,3.48,1596,284,87,1,1,3,4,8,3,0,0,0,2632360dbef620f0,BLAST Bounty 2025 Season 1
REZ,76561198034172415,GamerLegion,15,2,17,7,46,0.882353,80.0,57.040001,0.6,0.68,0.0,1426,177,0,0,2,3,6,9,3,0,0,0,2632360dbef620f0,BLAST Bounty 2025 Season 1
nqz,76561198350342505,paiN Gaming,19,7,12,7,36,1.583333,72.0,97.360001,0.76,0.48,6.4,2434,255,160,1,2,5,2,7,6,0,0,0,2632360dbef620f0,BLAST Bounty 2025 Season 1
kauez,76561198385657675,paiN Gaming,9,3,13,6,66,0.692308,64.0,38.560001,0.36,0.52,1.88,964,177,47,1,4,4,4,7,1,0,0,0,2632360dbef620f0,BLAST Bounty 2025 Season 1
PR,76561198310561479,GamerLegion,17,6,19,10,58,0.894737,76.0,77.040001,0.68,0.76,1.44,1926,259,36,5,4,5,3,12,1,1,0,0,2632360dbef620f0,BLAST Bounty 2025 Season 1
biguzera,76561198015308884,paiN Gaming,23,4,15,12,52,1.533333,80.0,85.839996,0.92,0.6,7.68,2146,304,192,5,0,6,4,6,7,1,0,0,2632360dbef620f0,BLAST Bounty 2025 Season 1
snow,76561198377335846,paiN Gaming,20,3,15,10,50,1.333333,80.0,78.879997,0.8,0.6,1.36,1972,304,34,3,3,4,5,7,2,3,0,0,2632360dbef620f0,BLAST Bounty 2025 Season 1
sl3nd,76561198098071693,GamerLegion,16,8,17,6,37,0.941176,72.0,71.879997,0.64,0.68,1.84,1797,297,46,2,3,3,4,10,3,0,0,0,2632360dbef620f0,BLAST Bounty 2025 Season 1
MUTiRiS,76561197997981170,Team A,4,1,11,4,100,0.363636,46.666668,40.333332,0.266667,0.733333,3.266667,605,129,49,2,1,1,0,4,0,0,0,0,73bb2a47403d34e5,BLAST Bounty 2025 Season 1
ag1L,76561198186878873,Team A,6,2,14,4,66,0.428571,73.333336,55.333332,0.4,0.933333,8.266666,830,197,124,1,2,3,3,6,0,0,0,0,73bb2a47403d34e5,BLAST Bounty 2025 Season 1
kyuubii,76561198144926364,Team B,4,8,8,1,25,0.5,80.0,53.799999,0.266667,0.533333,3.666667,807,162,55,0,1,1,2,2,1,0,0,0,73bb2a47403d34e5,BLAST Bounty 2025 Season 1
Krimbo,76561198170631091,Team B,12,1,3,4,33,4.0,93.333336,50.866665,0.8,0.2,1.066667,763,94,16,0,0,1,1,4,4,0,0,0,73bb2a47403d34e5,BLAST Bounty 2025 Season 1
JDC,76561198078771373,Team B,17,3,6,14,82,2.833333,86.666664,124.933334,1.133333,0.4,15.333333,1874,246,230,6,2,2,0,6,4,1,0,0,73bb2a47403d34e5,BLAST Bounty 2025 Season 1
story,76561198065448360,Team A,6,2,11,4,66,0.545455,60.000004,40.466667,0.4,0.733333,0.0,607,111,0,1,3,1,2,4,1,0,0,0,73bb2a47403d34e5,BLAST Bounty 2025 Season 1
roman,76561197994395491,Team A,5,2,11,2,40,0.454545,53.333336,67.666664,0.333333,0.733333,10.466666,1015,193,157,0,1,1,1,3,1,0,0,0,73bb2a47403d34e5,BLAST Bounty 2025 Season 1
hyped,76561198139604328,Team B,19,2,6,6,31,3.166667,93.333336,133.133331,1.266667,0.4,6.266667,1997,164,94,2,1,0,3,4,4,1,1,0,73bb2a47403d34e5,BLAST Bounty 2025 Season 1
shr,76561198026724513,Team A,7,2,13,5,71,0.538462,46.666668,67.199997,0.466667,0.866667,0.6,1008,177,9,3,1,1,1,4,0,1,0,0,73bb2a47403d34e5,BLAST Bounty 2025 Season 1
tabseN,76561197961491680,Team B,8,7,5,6,75,1.6,86.666664,58.666668,0.533333,0.333333,7.2,880,149,108,0,3,2,0,6,1,0,0,0,73bb2a47403d34e5,BLAST Bounty 2025 Season 1
story,76561198065448360,SAW,19,3,18,5,26,1.055556,63.333332,62.133335,0.633333,0.6,4.1,1864,220,123,4,4,4,4,5,2,2,1,0,fa9fcdfe9c4fc7d1,BLAST Bounty 2025 Season 1
tabseN,76561197961491680,BIG CS2,28,6,19,16,57,1.473684,76.666664,100.300003,0.933333,0.633333,7.033333,3009,576,211,4,1,6,5,11,7,1,0,0,fa9fcdfe9c4fc7d1,BLAST Bounty 2025 Season 1
MUTiRiS,76561197997981170,SAW,12,5,24,3,25,0.5,60.000004,53.333332,0.4,0.8,4.166667,1600,339,125,1,5,5,2,8,2,0,0,0,fa9fcdfe9c4fc7d1,BLAST Bounty 2025 Season 1
Krimbo,76561198170631091,BIG CS2,16,7,17,10,62,0.941176,83.333328,69.099998,0.533333,0.566667,10.5,2073,443,315,3,2,1,3,6,5,0,0,0,fa9fcdfe9c4fc7d1,BLAST Bounty 2025 Season 1
shr,76561198026724513,SAW,13,3,23,6,46,0.565217,56.666668,53.400002,0.433333,0.766667,3.133333,1602,318,94,3,4,3,3,9,2,0,0,0,fa9fcdfe9c4fc7d1,BLAST Bounty 2025 Season 1
ag1L,76561198186878873,SAW,19,6,22,11,57,0.863636,76.666664,70.800003,0.633333,0.733333,0.233333,2124,318,7,2,2,5,4,8,4,1,0,0,fa9fcdfe9c4fc7d1,BLAST Bounty 2025 Season 1
roman,76561197994395491,SAW,19,3,22,11,57,0.863636,63.333332,72.533333,0.633333,0.733333,2.9,2176,489,87,4,1,1,7,13,3,0,0,0,fa9fcdfe9c4fc7d1,BLAST Bounty 2025 Season 1
hyped,76561198139604328,BIG CS2,30,5,16,9,30,1.875,80.0,88.0,1.0,0.533333,0.666667,2640,109,20,4,3,5,3,7,7,3,0,0,fa9fcdfe9c4fc7d1,BLAST Bounty 2025 Season 1
kyuubii,76561198144926364,BIG CS2,16,6,12,6,37,1.333333,93.333336,50.966667,0.533333,0.4,1.333333,1529,217,40,1,3,4,4,10,3,0,0,0,fa9fcdfe9c4fc7d1,BLAST Bounty 2025 Season 1
JDC,76561198078771373,BIG CS2,19,5,18,10,52,1.055556,70.0,76.800003,0.633333,0.6,3.666667,2304,386,110,4,5,3,6,8,4,1,0,0,fa9fcdfe9c4fc7d1,BLAST Bounty 2025 Season 1
Burmylov,76561198810597446,Team B,11,4,15,6,54,0.733333,69.565216,54.52174,0.478261,0.652174,0.73913,1254,225,17,1,1,3,2,7,2,0,0,0,8738e4d8bcbc3539,BLAST Bounty 2025 Season 1
sh1ro,76561198081484775,Team A,19,0,12,7,36,1.583333,73.91304,73.869568,0.826087,0.521739,3.73913,1699,189,86,1,2,4,0,11,4,0,0,0,8738e4d8bcbc3539,BLAST Bounty 2025 Season 1
magixx,76561199063238565,Team A,20,5,10,9,45,2.0,78.260872,91.04348,0.869565,0.434783,5.73913,2094,268,132,3,0,6,1,7,5,1,0,0,8738e4d8bcbc3539,BLAST Bounty 2025 Season 1
MATYS,76561199046478501,Team B,11,6,19,7,63,0.578947,60.869564,71.521736,0.478261,0.826087,4.304348,1645,268,99,1,6,3,6,6,1,1,0,0,8738e4d8bcbc3539,BLAST Bounty 2025 Season 1
fEAR,76561198132026180,Team B,12,2,17,6,50,0.705882,56.521736,59.869564,0.521739,0.73913,2.869565,1377,248,66,2,5,3,4,4,4,0,0,0,8738e4d8bcbc3539,BLAST Bounty 2025 Season 1
blameF,76561198028458803,Team B,19,3,15,11,57,1.266667,73.91304,84.608696,0.826087,0.652174,7.217391,1946,389,166,2,3,4,4,6,5,1,0,0,8738e4d8bcbc3539,BLAST Bounty 2025 Season 1
donk,76561198386265483,Team A,17,7,16,13,76,1.0625,78.260872,85.608696,0.73913,0.695652,1.304348,1969,155,30,8,2,0,7,7,2,2,0,0,8738e4d8bcbc3539,BLAST Bounty 2025 Season 1
KRIMZ,76561198031651584,Team B,10,1,16,5,50,0.625,60.869564,56.608696,0.434783,0.695652,0.173913,1302,242,4,0,2,2,5,3,2,1,0,0,8738e4d8bcbc3539,BLAST Bounty 2025 Season 1
zont1x,76561198995880877,Team A,11,4,12,8,72,0.916667,78.260872,59.913044,0.478261,0.521739,5.217391,1378,290,120,2,1,1,2,7,2,0,0,0,8738e4d8bcbc3539,BLAST Bounty 2025 Season 1
chopper,76561198045898864,Team A,15,5,13,8,53,1.153846,69.565216,62.913044,0.652174,0.565217,2.173913,1447,363,50,3,1,2,3,8,2,1,0,0,8738e4d8bcbc3539,BLAST Bounty 2025 Season 1
MATYS,76561199046478501,Team A,13,2,13,7,53,1.0,76.470589,67.235291,0.764706,0.764706,1.294118,1143,214,22,0,4,2,4,3,5,0,0,0,fe15b9d327fb1796,BLAST Bounty 2025 Season 1
donk,76561198386265483,Team B,19,3,9,15,78,2.111111,88.235298,116.176468,1.117647,0.529412,0.0,1975,156,0,3,1,5,3,5,1,4,0,0,fe15b9d327fb1796,BLAST Bounty 2025 Season 1
fEAR,76561198132026180,Team A,10,4,14,7,70,0.714286,76.470589,74.823532,0.588235,0.823529,2.058824,1272,241,35,4,2,1,4,6,2,0,0,0,fe15b9d327fb1796,BLAST Bounty 2025 Season 1
blameF,76561198028458803,Team A,3,5,13,1,33,0.230769,64.705887,36.764706,0.176471,0.764706,2.647059,625,145,45,0,2,1,2,3,0,0,0,0,fe15b9d327fb1796,BLAST Bounty 2025 Season 1
Burmylov,76561198810597446,Team A,7,1,11,0,0,0.636364,64.705887,44.235294,0.411765,0.647059,0.294118,752,75,5,2,1,3,1,7,0,0,0,0,fe15b9d327fb1796,BLAST Bounty 2025 Season 1
KRIMZ,76561198031651584,Team A,7,1,13,4,57,0.538462,52.941177,55.411766,0.411765,0.764706,1.411765,942,198,24,1,1,2,0,7,0,0,0,0,fe15b9d327fb1796,BLAST Bounty 2025 Season 1
magixx,76561199063238565,Team B,12,2,7,5,41,1.714286,76.470589,76.235291,0.705882,0.411765,6.823529,1296,220,116,2,2,1,1,4,4,0,0,0,fe15b9d327fb1796,BLAST Bounty 2025 Season 1
chopper,76561198045898864,Team B,7,6,10,5,71,0.7,76.470589,48.764706,0.411765,0.588235,5.117647,829,111,87,2,2,0,3,5,1,0,0,0,fe15b9d327fb1796,BLAST Bounty 2025 Season 1
zont1x,76561198995880877,Team B,15,6,7,1,6,2.142857,82.352943,96.235291,0.882353,0.411765,1.705882,1636,193,29,2,1,1,2,4,2,1,1,0,fe15b9d327fb1796,BLAST Bounty 2025 Season 1
sh1ro,76561198081484775,Team B,11,5,7,6,54,1.571429,88.235298,65.647057,0.647059,0.411765,0.0,1116,85,0,1,1,2,0,7,2,0,0,0,fe15b9d327fb1796,BLAST Bounty 2025 Season 1
ICY,76561198055109028,V.P.,15,2,16,2,13,0.9375,70.833328,60.958332,0.625,0.666667,4.083333,1463,176,98,1,3,4,6,4,4,1,0,0,203387ea74a7261b,BLAST Bounty 2025 Season 1
FL1T,76561197995817501,V.P.,18,7,16,10,55,1.125,87.5,85.958336,0.75,0.666667,1.875,2063,344,45,2,3,7,8,9,3,1,0,0,203387ea74a7261b,BLAST Bounty 2025 Season 1
FL4MUS,76561198014259134,V.P.,17,6,18,12,70,0.944444,83.333328,85.708336,0.708333,0.75,5.0,2057,333,120,3,1,4,4,9,4,0,0,0,203387ea74a7261b,BLAST Bounty 2025 Season 1
ZywOo,76561198113666193,Team Vitality CS2,26,6,16,13,50,1.625,83.333328,119.833336,1.083333,0.666667,5.125,2876,329,123,0,1,9,3,7,5,3,0,0,203387ea74a7261b,BLAST Bounty 2025 Season 1
mezii,76561197973140692,Team Vitality CS2,22,3,17,14,63,1.294118,70.833328,81.875,0.916667,0.708333,2.458333,1965,269,59,2,3,4,5,6,5,2,0,0,203387ea74a7261b,BLAST Bounty 2025 Season 1
apEX,76561197989744167,Team Vitality CS2,11,10,19,7,63,0.578947,58.333332,48.125,0.458333,0.791667,2.833333,1155,245,68,2,3,2,4,9,1,0,0,0,203387ea74a7261b,BLAST Bounty 2025 Season 1
flameZ,76561197978835160,Team Vitality CS2,15,5,17,10,66,0.882353,66.666672,70.958336,0.625,0.708333,10.291667,1703,371,247,3,4,2,5,6,3,1,0,0,203387ea74a7261b,BLAST Bounty 2025 Season 1
electroNic,76561198044045107,V.P.,14,5,19,6,42,0.736842,66.666672,58.875,0.583333,0.791667,3.25,1413,222,78,4,4,2,5,8,3,0,0,0,203387ea74a7261b,BLAST Bounty 2025 Season 1
fame,76561198080114546,V.P.,21,3,19,14,66,1.105263,75.0,78.875,0.875,0.791667,5.291667,1893,416,127,2,1,6,4,8,5,1,0,0,203387ea74a7261b,BLAST Bounty 2025 Season 1
ropz,76561197991272318,Team Vitality CS2,14,8,16,9,64,0.875,79.166672,71.458336,0.583333,0.666667,11.208333,1715,267,269,5,1,2,3,6,4,0,0,0,203387ea74a7261b,BLAST Bounty 2025 Season 1
fame,76561198080114546,V.P.,4,4,14,4,100,0.285714,52.63158,29.947369,0.210526,0.736842,5.052631,569,95,96,0,2,1,1,4,0,0,0,0,e206729fcd4e0025,BLAST Bounty 2025 Season 1
ropz,76561197991272318,Team Vitality CS2,13,0,8,10,76,1.625,78.947372,55.736843,0.684211,0.421053,0.157895,1059,154,3,2,2,2,2,6,2,1,0,0,e206729fcd4e0025,BLAST Bounty 2025 Season 1
mezii,76561197973140692,Team Vitality CS2,15,4,9,6,40,1.666667,78.947372,81.947365,0.789474,0.473684,1.263158,1557,210,24,0,1,0,3,7,4,0,0,0,e206729fcd4e0025,BLAST Bounty 2025 Season 1
