steamid,name,player_side,equipment_value,type,round,match_checksum,tournament
76561198157151718,KaiR0N-,Counter Terrorist,3950,force-buy,4,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198372023214,Magnojez,Counter Terrorist,1750,semi,4,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,5000,full,5,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198059714128,nafany,Counter Terrorist,5450,full,5,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,5100,full,5,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,7350,full,5,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198157151718,KaiR0N-,Counter Terrorist,3600,force-buy,5,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198372023214,Magnojez,Counter Terrorist,5050,full,5,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198045433304,Ax1Le,Counter Terrorist,5050,full,5,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,5300,full,5,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,5100,full,5,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198167785069,s1ren,Counter Terrorist,5050,full,5,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,5000,full,6,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,5100,full,6,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198167785069,s1ren,Counter Terrorist,1450,semi,6,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,5000,full,6,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198372023214,Magnojez,Counter Terrorist,1150,semi,6,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,5100,full,6,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,7350,full,6,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198157151718,KaiR0N-,Counter Terrorist,3100,semi,6,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198059714128,nafany,Counter Terrorist,2100,semi,6,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198045433304,Ax1Le,Counter Terrorist,2100,semi,6,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,7050,full,7,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198372023214,Magnojez,Counter Terrorist,7600,full,7,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,5000,full,7,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198167785069,s1ren,Counter Terrorist,5800,full,7,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,5000,full,7,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198157151718,KaiR0N-,Counter Terrorist,5800,full,7,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198059714128,nafany,Counter Terrorist,4950,full,7,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198045433304,Ax1Le,Counter Terrorist,5100,full,7,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,4200,full,7,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,3350,semi,7,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,200,eco,8,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,300,eco,8,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,1900,semi,8,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,200,eco,8,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,200,eco,8,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198157151718,KaiR0N-,Counter Terrorist,5600,full,8,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198059714128,nafany,Counter Terrorist,5300,full,8,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198167785069,s1ren,Counter Terrorist,5600,full,8,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198372023214,Magnojez,Counter Terrorist,7600,full,8,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198045433304,Ax1Le,Counter Terrorist,5400,full,8,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198372023214,Magnojez,Counter Terrorist,7600,full,9,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198059714128,nafany,Counter Terrorist,5400,full,9,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,4600,full,9,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,4100,full,9,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198167785069,s1ren,Counter Terrorist,5600,full,9,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,6650,full,9,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198157151718,KaiR0N-,Counter Terrorist,5600,full,9,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198045433304,Ax1Le,Counter Terrorist,5800,full,9,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,3850,force-buy,9,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,4600,full,9,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,7050,full,10,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,5100,full,10,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198157151718,KaiR0N-,Counter Terrorist,5400,full,10,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198059714128,nafany,Counter Terrorist,4750,full,10,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,5000,full,10,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198167785069,s1ren,Counter Terrorist,5050,full,10,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198372023214,Magnojez,Counter Terrorist,5400,full,10,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198045433304,Ax1Le,Counter Terrorist,5800,full,10,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,4450,full,10,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,5100,full,10,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198059714128,nafany,Counter Terrorist,5050,full,11,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,5000,full,11,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,5100,full,11,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,7050,full,11,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,4700,full,11,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198157151718,KaiR0N-,Counter Terrorist,7550,full,11,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198045433304,Ax1Le,Counter Terrorist,5350,full,11,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,5100,full,11,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198167785069,s1ren,Counter Terrorist,5450,full,11,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198372023214,Magnojez,Counter Terrorist,5000,full,11,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,5000,full,12,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,5100,full,12,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,7550,full,12,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198157151718,KaiR0N-,Counter Terrorist,4450,force-buy,12,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198059714128,nafany,Counter Terrorist,5800,full,12,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198045433304,Ax1Le,Counter Terrorist,5450,full,12,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,7150,full,12,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198167785069,s1ren,Counter Terrorist,5900,full,12,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,5000,full,12,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198372023214,Magnojez,Counter Terrorist,5200,full,12,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198059714128,nafany,Terrorist,850,pistol,13,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Counter Terrorist,1350,pistol,13,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Counter Terrorist,950,pistol,13,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198167785069,s1ren,Terrorist,850,pistol,13,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Counter Terrorist,1050,pistol,13,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198157151718,KaiR0N-,Terrorist,1250,pistol,13,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198045433304,Ax1Le,Terrorist,900,pistol,13,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Counter Terrorist,700,pistol,13,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Counter Terrorist,1050,pistol,13,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198372023214,Magnojez,Terrorist,850,pistol,13,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198059714128,nafany,Terrorist,1900,force-buy,14,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Counter Terrorist,5200,full,14,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Counter Terrorist,3850,semi,14,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Counter Terrorist,3050,semi,14,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198157151718,KaiR0N-,Terrorist,500,eco,14,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198372023214,Magnojez,Terrorist,700,eco,14,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198045433304,Ax1Le,Terrorist,200,eco,14,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Counter Terrorist,3250,semi,14,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198167785069,s1ren,Terrorist,200,eco,14,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Counter Terrorist,4700,full,14,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198372023214,Magnojez,Terrorist,3900,force-buy,15,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198059714128,nafany,Terrorist,2600,force-buy,15,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Counter Terrorist,3750,semi,15,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198167785069,s1ren,Terrorist,4600,full,15,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Counter Terrorist,5700,full,15,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Counter Terrorist,5800,full,15,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198045433304,Ax1Le,Terrorist,4800,full,15,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Counter Terrorist,3750,semi,15,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Counter Terrorist,5600,full,15,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198157151718,KaiR0N-,Terrorist,5000,full,15,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Counter Terrorist,5500,full,16,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Counter Terrorist,4500,full,16,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Counter Terrorist,5800,full,16,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198059714128,nafany,Terrorist,2000,semi,16,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Counter Terrorist,5800,full,16,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198167785069,s1ren,Terrorist,4600,full,16,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198157151718,KaiR0N-,Terrorist,3900,semi,16,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198372023214,Magnojez,Terrorist,3050,semi,16,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198045433304,Ax1Le,Terrorist,2800,semi,16,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Counter Terrorist,5800,full,16,d8db8a4b337c6ecd,BLAST Bounty 2025 Season 1 Finals
76561198812513923,Wicadia,Counter Terrorist,1250,pistol,1,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,900,pistol,1,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198083485506,woxic,Counter Terrorist,850,pistol,1,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198044118796,XANTARES,Counter Terrorist,950,pistol,1,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198410750263,jottAAA,Counter Terrorist,200,pistol,1,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,650,pistol,1,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197967432889,MAJ3R,Counter Terrorist,800,pistol,1,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,1000,pistol,1,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,1250,pistol,1,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,1300,pistol,1,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,3050,semi,2,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,4100,full,2,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,5000,full,2,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198044118796,XANTARES,Counter Terrorist,2450,force-buy,2,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198410750263,jottAAA,Counter Terrorist,2400,force-buy,2,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198812513923,Wicadia,Counter Terrorist,2000,force-buy,2,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,3350,semi,2,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197967432889,MAJ3R,Counter Terrorist,2100,force-buy,2,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198083485506,woxic,Counter Terrorist,2100,force-buy,2,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,4200,full,2,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,5000,full,3,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197967432889,MAJ3R,Counter Terrorist,300,eco,3,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,5000,full,3,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198083485506,woxic,Counter Terrorist,3900,semi,3,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198044118796,XANTARES,Counter Terrorist,1150,semi,3,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198410750263,jottAAA,Counter Terrorist,1150,semi,3,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198812513923,Wicadia,Counter Terrorist,1450,semi,3,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,4100,full,3,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,3600,semi,3,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,3500,semi,3,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,5300,full,4,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,5100,full,4,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198083485506,woxic,Counter Terrorist,5900,full,4,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198410750263,jottAAA,Counter Terrorist,4600,full,4,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198812513923,Wicadia,Counter Terrorist,4900,full,4,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,5100,full,4,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197967432889,MAJ3R,Counter Terrorist,5200,full,4,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,3800,semi,4,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198044118796,XANTARES,Counter Terrorist,5200,full,4,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,5400,full,4,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,5100,full,5,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,5100,full,5,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197967432889,MAJ3R,Counter Terrorist,2400,semi,5,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,5400,full,5,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198410750263,jottAAA,Counter Terrorist,2100,semi,5,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198812513923,Wicadia,Counter Terrorist,2100,semi,5,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,5000,full,5,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,7050,full,5,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198083485506,woxic,Counter Terrorist,1150,semi,5,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198044118796,XANTARES,Counter Terrorist,2100,semi,5,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198410750263,jottAAA,Counter Terrorist,5400,full,6,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198812513923,Wicadia,Counter Terrorist,4250,force-buy,6,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,5100,full,6,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,5400,full,6,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198044118796,XANTARES,Counter Terrorist,5400,full,6,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,5100,full,6,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197967432889,MAJ3R,Counter Terrorist,4850,full,6,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,5100,full,6,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,7050,full,6,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198083485506,woxic,Counter Terrorist,6950,full,6,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198410750263,jottAAA,Counter Terrorist,3750,force-buy,7,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198812513923,Wicadia,Counter Terrorist,2400,semi,7,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,5100,full,7,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,5100,full,7,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,7150,full,7,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198083485506,woxic,Counter Terrorist,2100,semi,7,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198044118796,XANTARES,Counter Terrorist,2400,semi,7,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,5100,full,7,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197967432889,MAJ3R,Counter Terrorist,2100,semi,7,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,5000,full,7,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198044118796,XANTARES,Counter Terrorist,5400,full,8,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198410750263,jottAAA,Counter Terrorist,5800,full,8,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198812513923,Wicadia,Counter Terrorist,5050,full,8,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,5100,full,8,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,5100,full,8,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,5100,full,8,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,5100,full,8,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197967432889,MAJ3R,Counter Terrorist,5050,full,8,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,7150,full,8,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198083485506,woxic,Counter Terrorist,5200,full,8,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198812513923,Wicadia,Counter Terrorist,3750,semi,9,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,5100,full,9,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,5100,full,9,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197967432889,MAJ3R,Counter Terrorist,4950,full,9,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,5000,full,9,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198083485506,woxic,Counter Terrorist,4350,semi,9,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198410750263,jottAAA,Counter Terrorist,3200,semi,9,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,5000,full,9,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,7050,full,9,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198044118796,XANTARES,Counter Terrorist,5100,full,9,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198410750263,jottAAA,Counter Terrorist,5800,full,10,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198812513923,Wicadia,Counter Terrorist,4150,semi,10,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,5000,full,10,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198080703143,malbsMd,Terrorist,5000,full,10,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198083485506,woxic,Counter Terrorist,6600,full,10,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198044118796,XANTARES,Counter Terrorist,5600,full,10,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,5100,full,10,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197982141573,Snax,Terrorist,5100,full,10,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197967432889,MAJ3R,Counter Terrorist,5400,full,10,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,7050,full,10,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198812513923,Wicadia,Counter Terrorist,3550,semi,11,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198012872053,huNter,Terrorist,4800,full,11,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561197967432889,MAJ3R,Counter Terrorist,3750,semi,11,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198068002993,HeavyGod,Terrorist,5000,full,11,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
76561198074762801,m0NESY,Terrorist,7050,full,11,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
