name,steamid,team_name,kills,assists,deaths,headshots,hs_%,kd,kast,avg_damages_per_round,avg_kills_per_round,avg_death_per_round,utility_damage_per_round,health_damage,armor_damage,utility_damage,first_kill,first_death,trade_kill,trade_death,1k,2k,3k,4k,5k,match_checksum,tournament
Skullz,76561198118646644,Team B,6,4,8,4,66,0.75,78.571426,46.642857,0.428571,0.571429,8.357142,653,119,117,2,2,0,1,2,2,0,0,0,b5500bd51a9f996b,IEM Katowice 2025 Play-in
yuurih,76561198164970560,Team B,5,10,7,1,20,0.714286,92.85714,84.35714,0.357143,0.5,3.928571,1181,137,55,0,1,0,4,5,0,0,0,0,b5500bd51a9f996b,IEM Katowice 2025 Play-in
ANa,76561198116899423,Team A,6,0,11,2,33,0.545455,57.14286,41.357143,0.428571,0.785714,3.071429,579,36,43,0,3,1,3,3,0,1,0,0,b5500bd51a9f996b,IEM Katowice 2025 Play-in
tN1R,76561198872013168,Team A,18,1,16,10,55,1.125,68.181816,96.227272,0.818182,0.727273,2.181818,2117,308,48,4,0,6,3,7,2,1,1,0,27006799e54e274f,IEM Katowice 2025 Play-in
jks,76561197977105184,Team B,10,6,13,4,40,0.769231,81.818184,45.363636,0.454545,0.590909,8.363636,998,257,184,0,2,1,6,6,2,0,0,0,27006799e54e274f,IEM Katowice 2025 Play-in
yxngstxr,76561199137143905,Team A,7,3,16,4,57,0.4375,68.181816,42.045456,0.318182,0.727273,0.090909,925,138,2,2,2,2,5,3,2,0,0,0,27006799e54e274f,IEM Katowice 2025 Play-in
Twistzz,76561198016255205,Team B,11,2,10,6,54,1.1,81.818184,53.68182,0.5,0.454545,1.0,1181,142,22,3,1,3,3,5,3,0,0,0,27006799e54e274f,IEM Katowice 2025 Play-in
xfl0ud,76561198178209109,Team A,16,3,16,8,50,1.0,63.636364,85.545456,0.727273,0.727273,3.954545,1882,398,87,2,2,1,2,7,3,1,0,0,27006799e54e274f,IEM Katowice 2025 Play-in
NertZ,76561198053126645,Team B,18,5,16,9,50,1.125,63.636364,97.409088,0.818182,0.727273,6.409091,2143,292,141,5,6,4,2,4,2,2,1,0,27006799e54e274f,IEM Katowice 2025 Play-in
ultimate,76561198283989223,Team B,16,3,8,10,62,2.0,90.909096,69.13636,0.727273,0.363636,0.0,1521,206,0,1,0,2,2,7,3,1,0,0,27006799e54e274f,IEM Katowice 2025 Play-in
NAF,76561198001151695,Team B,20,5,11,11,55,1.818182,90.909096,103.954544,0.909091,0.5,6.136364,2287,387,135,1,2,3,3,6,4,2,0,0,27006799e54e274f,IEM Katowice 2025 Play-in
LNZ,76561198104626893,Team A,9,1,16,6,66,0.5625,63.636364,44.590908,0.409091,0.727273,2.5,981,168,55,3,4,2,4,4,1,1,0,0,27006799e54e274f,IEM Katowice 2025 Play-in
SunPayus,76561198309839541,Team A,8,4,11,3,37,0.727273,68.181816,37.545456,0.363636,0.5,0.272727,826,70,6,0,2,4,1,6,1,0,0,0,27006799e54e274f,IEM Katowice 2025 Play-in
SunPayus,76561198309839541,Team A,12,7,15,5,41,0.8,87.5,64.666664,0.5,0.625,0.083333,1552,125,2,4,1,5,5,8,2,0,0,0,6ef292ed1ac32c41,IEM Katowice 2025 Play-in
Twistzz,76561198016255205,Team B,17,8,16,12,70,1.0625,70.833328,73.0,0.708333,0.666667,5.25,1752,378,126,5,3,4,7,6,1,3,0,0,6ef292ed1ac32c41,IEM Katowice 2025 Play-in
yxngstxr,76561199137143905,Team A,20,9,17,14,70,1.176471,87.5,102.041664,0.833333,0.708333,9.083333,2449,467,218,2,0,8,3,12,4,0,0,0,6ef292ed1ac32c41,IEM Katowice 2025 Play-in
xfl0ud,76561198178209109,Team A,16,7,16,10,62,1.0,70.833328,69.0,0.666667,0.666667,0.625,1656,296,15,2,6,2,3,6,5,0,0,0,6ef292ed1ac32c41,IEM Katowice 2025 Play-in
tN1R,76561198872013168,Team A,14,2,15,6,42,0.933333,70.833328,58.541668,0.583333,0.625,2.833333,1405,168,68,4,2,0,4,4,2,2,0,0,6ef292ed1ac32c41,IEM Katowice 2025 Play-in
NAF,76561198001151695,Team B,13,7,19,10,76,0.684211,70.833328,81.041664,0.541667,0.791667,6.375,1945,344,153,1,2,6,6,7,3,0,0,0,6ef292ed1ac32c41,IEM Katowice 2025 Play-in
LNZ,76561198104626893,Team A,19,3,17,11,57,1.117647,79.166672,74.916664,0.791667,0.708333,4.208333,1798,350,101,1,2,3,5,14,1,1,0,0,6ef292ed1ac32c41,IEM Katowice 2025 Play-in
jks,76561197977105184,Team B,17,1,13,10,58,1.307692,75.0,67.333336,0.708333,0.541667,3.416667,1616,296,82,1,3,6,0,13,2,0,0,0,6ef292ed1ac32c41,IEM Katowice 2025 Play-in
ultimate,76561198283989223,Team B,19,7,14,5,26,1.357143,91.666672,76.625,0.791667,0.583333,5.25,1839,141,126,2,2,5,7,5,5,0,1,0,6ef292ed1ac32c41,IEM Katowice 2025 Play-in
NertZ,76561198053126645,Team B,14,5,19,7,50,0.736842,75.0,70.416664,0.583333,0.791667,2.375,1690,287,57,2,3,2,4,12,1,0,0,0,6ef292ed1ac32c41,IEM Katowice 2025 Play-in
jks,76561197977105184,Team A,14,3,17,6,42,0.823529,61.904762,57.095238,0.666667,0.809524,2.761905,1199,201,58,1,2,4,4,9,1,1,0,0,2e87cbcb4590cc62,IEM Katowice 2025 Play-in
NertZ,76561198053126645,Team A,13,6,16,7,53,0.8125,76.190475,87.238098,0.619048,0.761905,15.476191,1832,271,325,2,4,2,4,7,3,0,0,0,2e87cbcb4590cc62,IEM Katowice 2025 Play-in
LNZ,76561198104626893,Team B,9,5,11,4,44,0.818182,76.190475,38.0,0.428571,0.52381,1.380952,798,170,29,1,2,1,2,5,2,0,0,0,2e87cbcb4590cc62,IEM Katowice 2025 Play-in
NAF,76561198001151695,Team A,11,5,17,6,54,0.647059,57.14286,65.428574,0.52381,0.809524,0.952381,1374,170,20,4,4,2,2,6,1,1,0,0,2e87cbcb4590cc62,IEM Katowice 2025 Play-in
Twistzz,76561198016255205,Team A,17,5,15,11,64,1.133333,85.714287,104.904762,0.809524,0.714286,11.047619,2203,315,232,2,1,3,5,11,2,1,0,0,2e87cbcb4590cc62,IEM Katowice 2025 Play-in
SunPayus,76561198309839541,Team B,17,7,13,6,35,1.307692,80.952385,88.0,0.809524,0.619048,1.0,1848,191,21,3,2,4,4,4,5,1,0,0,2e87cbcb4590cc62,IEM Katowice 2025 Play-in
xfl0ud,76561198178209109,Team B,17,8,18,8,47,0.944444,71.428574,98.14286,0.809524,0.857143,10.857142,2061,365,228,4,4,2,6,6,1,3,0,0,2e87cbcb4590cc62,IEM Katowice 2025 Play-in
tN1R,76561198872013168,Team B,17,13,15,9,52,1.133333,90.476189,106.14286,0.809524,0.714286,7.190476,2229,394,151,2,0,4,5,8,3,1,0,0,2e87cbcb4590cc62,IEM Katowice 2025 Play-in
ultimate,76561198283989223,Team A,13,7,14,9,69,0.928571,80.952385,61.857143,0.619048,0.666667,2.142857,1299,151,45,1,0,3,3,5,1,2,0,0,2e87cbcb4590cc62,IEM Katowice 2025 Play-in
yxngstxr,76561199137143905,Team B,18,1,12,5,27,1.5,71.428574,73.666664,0.857143,0.571429,1.285714,1547,273,27,1,2,6,2,7,4,1,0,0,2e87cbcb4590cc62,IEM Katowice 2025 Play-in
Sonic,76561197975129851,Team B,20,9,19,10,50,1.052632,82.14286,81.85714,0.714286,0.678571,10.607142,2292,479,297,1,0,9,3,13,2,1,0,0,2cdde6ece4c31865,IEM Katowice 2025 Play-in
JBa,76561198184153575,Team B,15,4,22,7,46,0.681818,60.714287,61.17857,0.535714,0.785714,5.607143,1713,480,157,2,2,2,4,7,4,0,0,0,2cdde6ece4c31865,IEM Katowice 2025 Play-in
ultimate,76561198283989223,Team A,23,7,18,7,30,1.277778,71.428574,72.5,0.821429,0.642857,6.25,2030,216,175,2,2,5,5,5,3,4,0,0,2cdde6ece4c31865,IEM Katowice 2025 Play-in
susp,76561198342718168,Team B,13,8,22,5,38,0.590909,60.714287,65.464287,0.464286,0.785714,13.214286,1833,446,370,7,10,0,5,4,3,1,0,0,2cdde6ece4c31865,IEM Katowice 2025 Play-in
NAF,76561198001151695,Team A,25,10,15,11,44,1.666667,89.285713,99.571426,0.892857,0.535714,13.285714,2788,585,372,3,0,4,9,10,1,3,1,0,2cdde6ece4c31865,IEM Katowice 2025 Play-in
NertZ,76561198053126645,Team A,17,9,22,13,76,0.772727,64.285713,75.10714,0.607143,0.785714,9.678572,2103,432,271,5,9,3,3,9,2,0,1,0,2cdde6ece4c31865,IEM Katowice 2025 Play-in
stanislaw,76561197981849043,Team B,20,9,19,10,50,1.052632,85.714287,77.10714,0.714286,0.678571,5.0,2159,371,140,1,2,2,5,9,4,1,0,0,2cdde6ece4c31865,IEM Katowice 2025 Play-in
jks,76561197977105184,Team A,11,5,17,8,72,0.647059,85.714287,52.75,0.392857,0.607143,5.607143,1477,253,157,1,0,4,6,7,2,0,0,0,2cdde6ece4c31865,IEM Katowice 2025 Play-in
Twistzz,76561198016255205,Team A,27,8,20,18,66,1.35,82.14286,95.285713,0.964286,0.714286,8.142858,2668,417,228,3,3,7,6,7,7,2,0,0,2cdde6ece4c31865,IEM Katowice 2025 Play-in
phzy,76561198408199043,Team B,24,8,21,9,37,1.142857,75.0,76.5,0.857143,0.75,9.178572,2142,352,257,3,0,5,3,10,4,2,0,0,2cdde6ece4c31865,IEM Katowice 2025 Play-in
susp,76561198342718168,Team B,4,1,13,2,50,0.307692,46.153847,36.46154,0.307692,1.0,0.153846,474,86,2,0,3,3,3,2,1,0,0,0,739a6277108d6f14,IEM Katowice 2025 Play-in
NAF,76561198001151695,Team A,6,5,8,4,66,0.75,92.307693,63.384617,0.461538,0.615385,0.0,824,152,0,2,0,0,4,4,1,0,0,0,739a6277108d6f14,IEM Katowice 2025 Play-in
ultimate,76561198283989223,Team A,18,2,3,6,33,6.0,100.0,112.53846,1.384615,0.230769,2.307692,1463,229,30,4,0,3,2,5,1,1,2,0,739a6277108d6f14,IEM Katowice 2025 Play-in
NertZ,76561198053126645,Team A,18,2,5,10,55,3.6,84.615387,121.92308,1.384615,0.384615,0.0,1585,199,0,3,1,4,1,1,5,1,1,0,739a6277108d6f14,IEM Katowice 2025 Play-in
phzy,76561198408199043,Team B,4,2,13,2,50,0.307692,53.846157,32.076923,0.307692,1.0,1.153846,417,77,15,0,3,2,2,4,0,0,0,0,739a6277108d6f14,IEM Katowice 2025 Play-in
JBa,76561198184153575,Team B,6,2,13,5,83,0.461538,38.46154,75.92308,0.461538,1.0,2.769231,987,120,36,0,1,2,2,1,1,1,0,0,739a6277108d6f14,IEM Katowice 2025 Play-in
Sonic,76561197975129851,Team B,4,1,13,4,100,0.307692,53.846157,48.846153,0.307692,1.0,0.0,635,70,0,0,2,1,4,4,0,0,0,0,739a6277108d6f14,IEM Katowice 2025 Play-in
Twistzz,76561198016255205,Team A,14,7,5,7,50,2.8,100.0,119.53846,1.076923,0.384615,1.384615,1554,281,18,2,0,0,3,5,1,1,1,0,739a6277108d6f14,IEM Katowice 2025 Play-in
stanislaw,76561197981849043,Team B,6,2,12,4,66,0.5,46.153847,62.53846,0.461538,0.923077,5.307693,813,155,69,1,3,1,1,4,1,0,0,0,739a6277108d6f14,IEM Katowice 2025 Play-in
jks,76561197977105184,Team A,8,8,3,5,62,2.666667,100.0,77.0,0.615385,0.230769,21.23077,1001,296,276,1,0,4,1,1,2,1,0,0,739a6277108d6f14,IEM Katowice 2025 Play-in
dev1ce,76561197987713664,Team B,19,6,8,11,57,2.375,90.0,100.300003,0.95,0.4,2.85,2006,279,57,5,1,4,1,8,4,1,0,0,b94a4b5a4eff365a,IEM Katowice 2025 Play-in
dav1deuS,76561198120491311,Team A,13,2,12,7,53,1.083333,70.0,60.349998,0.65,0.6,3.0,1207,248,60,1,2,3,3,3,2,2,0,0,b94a4b5a4eff365a,IEM Katowice 2025 Play-in
snow,76561198377335846,Team A,9,2,11,5,55,0.818182,80.0,59.549999,0.45,0.55,4.6,1191,177,92,1,0,4,3,8,1,0,0,0,b94a4b5a4eff365a,IEM Katowice 2025 Play-in
cadiaN,76561198004115516,Team B,16,9,10,11,68,1.6,95.0,89.449997,0.8,0.5,8.9,1789,277,178,3,3,3,3,7,3,1,0,0,b94a4b5a4eff365a,IEM Katowice 2025 Play-in
Staehr,76561198005107817,Team B,11,5,9,6,54,1.222222,85.0,51.549999,0.55,0.45,5.8,1031,261,116,1,1,3,4,6,1,1,0,0,b94a4b5a4eff365a,IEM Katowice 2025 Play-in
biguzera,76561198015308884,Team A,7,3,16,2,28,0.4375,70.0,54.5,0.35,0.8,18.4,1090,253,368,3,7,1,6,3,2,0,0,0,b94a4b5a4eff365a,IEM Katowice 2025 Play-in
jabbi,76561198120557348,Team B,9,4,12,3,33,0.75,65.0,54.200001,0.45,0.6,1.75,1084,134,35,3,1,0,2,5,2,0,0,0,b94a4b5a4eff365a,IEM Katowice 2025 Play-in
stavn,76561198022365638,Team B,13,10,13,5,38,1.0,90.0,82.550003,0.65,0.65,16.0,1651,263,320,1,0,3,3,8,1,1,0,0,b94a4b5a4eff365a,IEM Katowice 2025 Play-in
nqz,76561198350342505,Team A,14,0,15,6,42,0.933333,70.0,81.150002,0.7,0.75,2.7,1623,254,54,1,2,4,1,5,3,1,0,0,b94a4b5a4eff365a,IEM Katowice 2025 Play-in
kauez,76561198385657675,Team A,8,2,15,5,62,0.533333,50.0,66.449997,0.4,0.75,0.6,1329,226,12,0,2,1,2,6,1,0,0,0,b94a4b5a4eff365a,IEM Katowice 2025 Play-in
stavn,76561198022365638,Team A,12,7,13,3,25,0.923077,72.727272,72.818184,0.545455,0.590909,7.045455,1602,319,155,1,1,1,4,8,2,0,0,0,2e4c30c44c381f4a,IEM Katowice 2025 Play-in
kauez,76561198385657675,Team B,22,5,18,17,77,1.222222,68.181816,111.5,1.0,0.818182,0.045455,2453,433,1,8,4,1,4,7,5,0,0,1,2e4c30c44c381f4a,IEM Katowice 2025 Play-in
dev1ce,76561197987713664,Team A,12,5,8,4,33,1.5,81.818184,55.045456,0.545455,0.363636,1.954545,1211,53,43,4,1,2,1,9,0,1,0,0,2e4c30c44c381f4a,IEM Katowice 2025 Play-in
Staehr,76561198005107817,Team A,16,3,13,7,43,1.230769,59.090908,74.181816,0.727273,0.590909,6.181818,1632,240,136,4,5,3,1,6,5,0,0,0,2e4c30c44c381f4a,IEM Katowice 2025 Play-in
dav1deuS,76561198120491311,Team B,9,3,17,4,44,0.529412,54.545456,48.18182,0.409091,0.772727,2.181818,1060,177,48,1,4,4,4,3,3,0,0,0,2e4c30c44c381f4a,IEM Katowice 2025 Play-in
snow,76561198377335846,Team B,11,5,13,6,54,0.846154,77.272728,52.454544,0.5,0.590909,0.454545,1154,159,10,0,1,4,3,5,3,0,0,0,2e4c30c44c381f4a,IEM Katowice 2025 Play-in
cadiaN,76561198004115516,Team A,14,7,11,6,42,1.272727,86.36364,69.36364,0.636364,0.5,5.227273,1526,241,115,3,2,0,5,12,1,0,0,0,2e4c30c44c381f4a,IEM Katowice 2025 Play-in
biguzera,76561198015308884,Team B,5,5,15,3,60,0.333333,59.090908,55.272728,0.227273,0.681818,10.090909,1216,346,222,1,3,1,3,3,1,0,0,0,2e4c30c44c381f4a,IEM Katowice 2025 Play-in
jabbi,76561198120557348,Team A,23,5,13,16,69,1.769231,90.909096,96.727272,1.045455,0.590909,0.045455,2128,361,1,0,1,5,3,10,3,1,1,0,2e4c30c44c381f4a,IEM Katowice 2025 Play-in
nqz,76561198350342505,Team B,11,4,14,2,18,0.785714,81.818184,62.454544,0.5,0.636364,3.045455,1374,93,67,0,0,5,1,5,3,0,0,0,2e4c30c44c381f4a,IEM Katowice 2025 Play-in
sl3nd,76561198098071693,GamerLegion,11,4,6,2,18,1.833333,100.0,90.92308,0.846154,0.461538,2.153846,1182,124,28,1,2,1,4,3,4,0,0,0,56156d57e4f26bd4,IEM Katowice 2025 Play-in
Tauson,76561198316706174,GamerLegion,9,1,7,3,33,1.285714,76.92308,73.230766,0.692308,0.538462,6.769231,952,159,88,0,1,0,4,3,3,0,0,0,56156d57e4f26bd4,IEM Katowice 2025 Play-in
biguzera,76561198015308884,paiN Gaming,4,4,9,1,25,0.444444,69.230774,56.307693,0.307692,0.692308,6.384615,732,169,83,2,1,0,0,4,0,0,0,0,56156d57e4f26bd4,IEM Katowice 2025 Play-in
snow,76561198377335846,paiN Gaming,8,3,10,5,62,0.8,84.615387,67.53846,0.615385,0.769231,5.384615,878,291,70,4,1,1,1,5,0,1,0,0,56156d57e4f26bd4,IEM Katowice 2025 Play-in
kauez,76561198385657675,paiN Gaming,4,3,9,2,50,0.444444,53.846157,62.384617,0.307692,0.692308,1.615385,811,189,21,1,1,1,2,4,0,0,0,0,56156d57e4f26bd4,IEM Katowice 2025 Play-in
nqz,76561198350342505,paiN Gaming,11,1,9,4,36,1.222222,84.615387,71.769234,0.846154,0.692308,2.307692,933,125,30,0,2,2,1,2,3,1,0,0,56156d57e4f26bd4,IEM Katowice 2025 Play-in
ztr,76561199009468655,GamerLegion,9,3,7,7,77,1.285714,69.230774,76.384613,0.692308,0.538462,7.153846,993,105,93,2,2,2,2,2,2,1,0,0,56156d57e4f26bd4,IEM Katowice 2025 Play-in
dav1deuS,76561198120491311,paiN Gaming,3,2,11,2,66,0.272727,46.153847,29.23077,0.230769,0.846154,0.230769,380,107,3,0,0,1,2,1,1,0,0,0,56156d57e4f26bd4,IEM Katowice 2025 Play-in
PR,76561198310561479,GamerLegion,5,3,4,4,80,1.25,84.615387,50.307693,0.384615,0.307692,1.384615,654,42,18,0,1,1,0,3,1,0,0,0,56156d57e4f26bd4,IEM Katowice 2025 Play-in
REZ,76561198034172415,GamerLegion,14,3,6,8,57,2.333333,69.230774,105.46154,1.076923,0.461538,13.923077,1371,109,181,2,1,6,1,4,0,2,1,0,56156d57e4f26bd4,IEM Katowice 2025 Play-in
Tauson,76561198316706174,Team A,2,0,1,0,0,2.0,100.0,47.0,0.5,0.25,3.5,188,20,14,0,0,1,1,2,0,0,0,0,793d2f5ca174881a,IEM Katowice 2025 Play-in
snow,76561198377335846,Team B,0,0,4,0,0,0.0,25.0,2.75,0.0,1.0,0.25,11,5,1,0,0,0,1,0,0,0,0,0,793d2f5ca174881a,IEM Katowice 2025 Play-in
kauez,76561198385657675,Team B,3,1,4,2,66,0.75,75.0,64.25,0.75,1.0,0.0,257,27,0,1,0,1,2,3,0,0,0,0,793d2f5ca174881a,IEM Katowice 2025 Play-in
REZ,76561198034172415,Team A,5,2,4,2,40,1.25,100.0,133.5,1.25,1.0,0.0,534,95,0,1,1,1,3,2,0,1,0,0,793d2f5ca174881a,IEM Katowice 2025 Play-in
dav1deuS,76561198120491311,Team B,0,0,4,0,0,0.0,25.0,5.75,0.0,1.0,5.75,23,15,23,0,1,0,1,0,0,0,0,0,793d2f5ca174881a,IEM Katowice 2025 Play-in
nqz,76561198350342505,Team B,3,1,4,2,66,0.75,50.0,87.5,0.75,1.0,0.0,350,92,0,0,0,2,0,1,1,0,0,0,793d2f5ca174881a,IEM Katowice 2025 Play-in
PR,76561198310561479,Team A,4,0,1,4,100,4.0,75.0,85.75,1.0,0.25,0.0,343,54,0,0,0,1,0,1,0,1,0,0,793d2f5ca174881a,IEM Katowice 2025 Play-in
sl3nd,76561198098071693,Team A,4,2,1,2,50,4.0,100.0,112.0,1.0,0.25,35.25,448,56,141,1,1,1,1,2,1,0,0,0,793d2f5ca174881a,IEM Katowice 2025 Play-in
biguzera,76561198015308884,Team B,2,1,4,1,50,0.5,100.0,62.25,0.5,1.0,0.0,249,33,0,1,1,1,2,2,0,0,0,0,793d2f5ca174881a,IEM Katowice 2025 Play-in
ztr,76561199009468655,Team A,5,3,1,1,20,5.0,100.0,120.75,1.25,0.25,2.5,483,102,10,0,0,1,0,3,1,0,0,0,793d2f5ca174881a,IEM Katowice 2025 Play-in
nqz,76561198350342505,Team B,10,3,10,1,10,1.0,77.777779,69.111115,0.555556,0.555556,0.777778,1244,56,14,1,0,3,2,6,0,0,1,0,a9fedde9b99c606b,IEM Katowice 2025 Play-in
kauez,76561198385657675,Team B,8,4,12,6,75,0.666667,77.777779,64.0,0.444444,0.666667,5.333333,1152,214,96,2,1,3,2,6,1,0,0,0,a9fedde9b99c606b,IEM Katowice 2025 Play-in
dav1deuS,76561198120491311,Team B,16,4,14,11,68,1.142857,72.222221,89.111115,0.888889,0.777778,1.944444,1604,176,35,4,2,5,3,4,6,0,0,0,a9fedde9b99c606b,IEM Katowice 2025 Play-in
ztr,76561199009468655,Team A,12,5,10,5,41,1.2,72.222221,85.111115,0.666667,0.555556,6.944445,1532,253,125,3,0,0,2,8,2,0,0,0,a9fedde9b99c606b,IEM Katowice 2025 Play-in
Tauson,76561198316706174,Team A,9,3,11,3,33,0.818182,83.333328,59.611111,0.5,0.611111,5.833333,1073,164,105,2,4,1,4,7,1,0,0,0,a9fedde9b99c606b,IEM Katowice 2025 Play-in
snow,76561198377335846,Team B,5,0,15,2,40,0.333333,55.555557,30.333334,0.277778,0.833333,3.944444,546,149,71,1,2,1,3,5,0,0,0,0,a9fedde9b99c606b,IEM Katowice 2025 Play-in
PR,76561198310561479,Team A,16,4,8,5,31,2.0,77.777779,91.0,0.888889,0.444444,2.111111,1638,232,38,2,0,3,2,7,0,3,0,0,a9fedde9b99c606b,IEM Katowice 2025 Play-in
REZ,76561198034172415,Team A,16,3,9,9,56,1.777778,77.777779,88.833336,0.888889,0.5,3.333333,1599,278,60,3,3,3,1,7,3,1,0,0,a9fedde9b99c606b,IEM Katowice 2025 Play-in
biguzera,76561198015308884,Team B,5,2,14,4,80,0.357143,61.111111,42.888889,0.277778,0.777778,2.0,772,51,36,0,5,0,4,5,0,0,0,0,a9fedde9b99c606b,IEM Katowice 2025 Play-in
sl3nd,76561198098071693,Team A,12,1,6,8,66,2.0,83.333328,70.5,0.666667,0.333333,1.833333,1269,80,33,0,1,1,1,4,2,0,1,0,a9fedde9b99c606b,IEM Katowice 2025 Play-in
REZ,76561198034172415,Team A,2,1,1,1,50,2.0,100.0,120.5,1.0,0.5,0.0,241,18,0,1,0,0,0,0,1,0,0,0,795130c6663b9062,IEM Katowice 2025 Play-in
roman ,76561197994395491,Team B,1,0,1,0,0,1.0,100.0,2.0,0.5,0.5,0.0,4,6,0,0,0,0,0,1,0,0,0,0,795130c6663b9062,IEM Katowice 2025 Play-in
Shr,76561198026724513,Team B,0,2,1,0,0,0.0,100.0,91.0,0.0,0.5,0.0,182,11,0,0,0,0,0,0,0,0,0,0,795130c6663b9062,IEM Katowice 2025 Play-in
sl3nd,76561198098071693,Team A,0,0,1,0,0,0.0,50.0,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,795130c6663b9062,IEM Katowice 2025 Play-in
Tauson,76561198316706174,Team A,1,0,0,1,100,1.0,100.0,36.0,0.5,0.0,0.0,72,0,0,0,0,0,0,1,0,0,0,0,795130c6663b9062,IEM Katowice 2025 Play-in
ag1l,76561198186878873,Team B,0,0,1,0,0,0.0,50.0,7.0,0.0,0.5,0.0,14,8,0,0,1,0,0,0,0,0,0,0,795130c6663b9062,IEM Katowice 2025 Play-in
ztr,76561199009468655,Team A,2,0,0,2,100,2.0,100.0,56.5,1.0,0.0,0.0,113,0,0,0,0,0,0,0,1,0,0,0,795130c6663b9062,IEM Katowice 2025 Play-in
story,76561198065448360,Team B,0,0,1,0,0,0.0,50.0,7.5,0.0,0.5,0.0,15,4,0,0,0,0,0,0,0,0,0,0,795130c6663b9062,IEM Katowice 2025 Play-in
PR,76561198310561479,Team A,0,2,1,0,0,0.0,100.0,37.0,0.0,0.5,0.0,74,21,0,0,0,0,0,0,0,0,0,0,795130c6663b9062,IEM Katowice 2025 Play-in
MUTiRiS,76561197997981170,Team B,2,0,1,2,100,2.0,100.0,71.5,1.0,0.5,0.0,143,27,0,0,0,0,0,0,1,0,0,0,795130c6663b9062,IEM Katowice 2025 Play-in
story,76561198065448360,SAW,0,0,2,0,0,0.0,66.666672,0.0,0.0,0.666667,0.0,0,0,0,0,0,0,1,0,0,0,0,0,974f707b47a12411,IEM Katowice 2025 Play-in
PR,76561198310561479,GamerLegion,1,1,1,0,0,1.0,100.0,52.333332,0.333333,0.333333,0.0,157,24,0,0,0,1,0,1,0,0,0,0,974f707b47a12411,IEM Katowice 2025 Play-in
ag1l,76561198186878873,SAW,1,0,1,0,0,1.0,66.666672,54.333332,0.333333,0.333333,0.0,163,48,0,0,0,1,0,1,0,0,0,0,974f707b47a12411,IEM Katowice 2025 Play-in
Shr,76561198026724513,SAW,1,0,1,1,100,1.0,66.666672,28.0,0.333333,0.333333,0.0,84,30,0,1,0,0,0,1,0,0,0,0,974f707b47a12411,IEM Katowice 2025 Play-in
MUTiRiS,76561197997981170,SAW,2,0,2,2,100,1.0,66.666672,66.666664,0.666667,0.666667,0.0,200,48,0,0,1,0,0,0,1,0,0,0,974f707b47a12411,IEM Katowice 2025 Play-in
roman ,76561197994395491,SAW,1,0,1,1,100,1.0,66.666672,33.333332,0.333333,0.333333,0.0,100,17,0,0,0,0,0,1,0,0,0,0,974f707b47a12411,IEM Katowice 2025 Play-in
REZ,76561198034172415,GamerLegion,0,0,1,0,0,0.0,100.0,6.0,0.0,0.333333,0.0,18,6,0,0,0,0,0,0,0,0,0,0,974f707b47a12411,IEM Katowice 2025 Play-in
sl3nd,76561198098071693,GamerLegion,1,0,1,0,0,1.0,100.0,39.333332,0.333333,0.333333,7.0,118,0,21,0,0,0,1,1,0,0,0,0,974f707b47a12411,IEM Katowice 2025 Play-in
ztr,76561199009468655,GamerLegion,1,0,1,1,100,1.0,100.0,34.333332,0.333333,0.333333,1.0,103,44,3,0,0,0,0,1,0,0,0,0,974f707b47a12411,IEM Katowice 2025 Play-in
Tauson,76561198316706174,GamerLegion,4,0,1,3,75,4.0,66.666672,140.333328,1.333333,0.333333,0.0,421,20,0,1,1,0,0,0,0,0,1,0,974f707b47a12411,IEM Katowice 2025 Play-in
sl3nd,76561198098071693,GamerLegion,5,1,6,1,20,0.833333,75.0,71.875,0.625,0.75,0.0,575,97,0,1,1,0,0,3,1,0,0,0,dbddb4f7c8f66c15,IEM Katowice 2025 Play-in
ztr,76561199009468655,GamerLegion,5,1,4,1,20,1.25,75.0,57.75,0.625,0.5,2.875,462,122,23,0,0,0,2,3,1,0,0,0,dbddb4f7c8f66c15,IEM Katowice 2025 Play-in
Tauson,76561198316706174,GamerLegion,6,2,5,2,33,1.2,75.0,89.25,0.75,0.625,0.125,714,97,1,1,1,2,3,1,1,1,0,0,dbddb4f7c8f66c15,IEM Katowice 2025 Play-in
story,76561198065448360,SAW,5,2,4,1,20,1.25,87.5,74.75,0.625,0.5,3.625,598,37,29,1,0,1,1,5,0,0,0,0,dbddb4f7c8f66c15,IEM Katowice 2025 Play-in
roman ,76561197994395491,SAW,3,0,6,2,66,0.5,62.5,41.875,0.375,0.75,0.625,335,12,5,0,0,1,1,3,0,0,0,0,dbddb4f7c8f66c15,IEM Katowice 2025 Play-in
MUTiRiS,76561197997981170,SAW,5,1,5,2,40,1.0,75.0,79.375,0.625,0.625,0.0,635,99,0,1,1,1,1,1,2,0,0,0,dbddb4f7c8f66c15,IEM Katowice 2025 Play-in
REZ,76561198034172415,GamerLegion,6,2,4,4,66,1.5,87.5,69.5,0.75,0.5,5.125,556,154,41,0,1,3,1,1,1,1,0,0,dbddb4f7c8f66c15,IEM Katowice 2025 Play-in
