name,steamid,team_name,kills,assists,deaths,headshots,hs_%,kd,kast,avg_damages_per_round,avg_kills_per_round,avg_death_per_round,utility_damage_per_round,health_damage,armor_damage,utility_damage,first_kill,first_death,trade_kill,trade_death,1k,2k,3k,4k,5k,match_checksum,tournament
s-chilla,76561198964042711,Passion UA,7,1,19,4,57,0.368421,42.105263,49.105263,0.368421,1.0,0.0,933,122,0,1,1,4,4,5,1,0,0,0,7f46d31ac4f6cb56,Perfect World Shanghai Major 2024 Opening Stage
jambo,76561198800253526,Passion UA,16,5,15,13,81,1.066667,78.947372,102.105263,0.842105,0.789474,6.789474,1940,272,129,4,4,4,5,5,4,1,0,0,7f46d31ac4f6cb56,Perfect World Shanghai Major 2024 Opening Stage
fEAR,76561198132026180,Passion UA,11,6,14,7,63,0.785714,57.894737,56.894737,0.578947,0.736842,2.105263,1081,100,40,1,4,5,2,5,3,0,0,0,7f46d31ac4f6cb56,Perfect World Shanghai Major 2024 Opening Stage
jackasmo,76561198446445284,Passion UA,4,2,16,2,50,0.25,57.894737,41.210526,0.210526,0.842105,6.578948,783,206,125,0,2,1,6,4,0,0,0,0,7f46d31ac4f6cb56,Perfect World Shanghai Major 2024 Opening Stage
zeRRoFIX,76561199121088563,Passion UA,10,0,14,7,70,0.714286,63.15789,51.210526,0.526316,0.736842,1.789474,973,125,34,1,1,2,3,6,2,0,0,0,7f46d31ac4f6cb56,Perfect World Shanghai Major 2024 Opening Stage
sl3nd,76561198098071693,GamerLegion,16,8,10,7,43,1.6,89.473686,85.578949,0.842105,0.526316,15.368421,1626,157,292,2,0,2,3,7,3,1,0,0,7f46d31ac4f6cb56,Perfect World Shanghai Major 2024 Opening Stage
ztr,76561199009468655,GamerLegion,15,9,10,4,26,1.5,73.684212,86.947365,0.789474,0.526316,17.368422,1652,474,330,1,2,6,1,7,4,0,0,0,7f46d31ac4f6cb56,Perfect World Shanghai Major 2024 Opening Stage
FL4MUS,76561198014259134,GamerLegion,18,1,8,12,66,2.25,89.473686,84.578949,0.947368,0.421053,4.473684,1607,219,85,1,2,3,4,9,1,1,1,0,7f46d31ac4f6cb56,Perfect World Shanghai Major 2024 Opening Stage
ztr,76561199009468655,GamerLegion,3,2,15,3,100,0.2,44.444447,28.222221,0.166667,0.833333,4.0,508,164,72,0,1,0,3,3,0,0,0,0,5e76d02ef18639fd,Perfect World Shanghai Major 2024 Opening Stage
fEAR,76561198132026180,Passion UA,14,4,9,5,35,1.555556,83.333328,95.444443,0.777778,0.5,11.5,1718,289,207,2,6,2,5,5,3,1,0,0,5e76d02ef18639fd,Perfect World Shanghai Major 2024 Opening Stage
FL4MUS,76561198014259134,GamerLegion,8,4,14,4,50,0.571429,44.444447,58.888889,0.444444,0.777778,1.055556,1060,157,19,1,3,0,0,4,2,0,0,0,5e76d02ef18639fd,Perfect World Shanghai Major 2024 Opening Stage
s-chilla,76561198964042711,Passion UA,13,7,10,9,69,1.3,77.777779,86.5,0.722222,0.555556,2.055556,1557,283,37,2,2,1,2,5,1,2,0,0,5e76d02ef18639fd,Perfect World Shanghai Major 2024 Opening Stage
zeRRoFIX,76561199121088563,Passion UA,14,6,10,5,35,1.4,83.333328,80.777779,0.777778,0.555556,2.833333,1454,143,51,0,0,4,1,8,3,0,0,0,5e76d02ef18639fd,Perfect World Shanghai Major 2024 Opening Stage
jambo,76561198800253526,Passion UA,16,3,8,5,31,2.0,77.777779,99.611115,0.888889,0.444444,3.111111,1793,72,56,4,0,0,2,4,3,2,0,0,5e76d02ef18639fd,Perfect World Shanghai Major 2024 Opening Stage
sl3nd,76561198098071693,GamerLegion,13,3,14,8,61,0.928571,55.555557,77.833336,0.722222,0.777778,0.833333,1401,209,15,2,1,2,0,5,4,0,0,0,5e76d02ef18639fd,Perfect World Shanghai Major 2024 Opening Stage
volt,76561198155754447,GamerLegion,15,1,13,6,40,1.153846,55.555557,77.944443,0.833333,0.722222,4.611111,1403,259,83,4,4,4,1,4,4,1,0,0,5e76d02ef18639fd,Perfect World Shanghai Major 2024 Opening Stage
Tauson,76561198316706174,GamerLegion,6,2,15,3,50,0.4,55.555557,46.333332,0.333333,0.833333,0.777778,834,145,14,1,1,1,3,4,1,0,0,0,5e76d02ef18639fd,Perfect World Shanghai Major 2024 Opening Stage
jackasmo,76561198446445284,Passion UA,14,1,8,7,50,1.75,77.777779,66.611115,0.777778,0.444444,1.222222,1199,122,22,2,0,3,2,5,3,1,0,0,5e76d02ef18639fd,Perfect World Shanghai Major 2024 Opening Stage
volt,76561198155754447,GamerLegion,16,4,14,9,56,1.142857,81.818184,85.181816,0.727273,0.636364,4.590909,1874,215,101,0,1,3,1,10,3,0,0,0,c384144a3d13e973,Perfect World Shanghai Major 2024 Opening Stage
s-chilla,76561198964042711,Passion UA,22,4,15,12,54,1.466667,68.181816,95.590912,1.0,0.681818,4.772727,2103,154,105,3,1,5,3,7,2,1,2,0,c384144a3d13e973,Perfect World Shanghai Major 2024 Opening Stage
Tauson,76561198316706174,GamerLegion,16,3,13,10,62,1.230769,86.36364,66.590912,0.727273,0.590909,1.636364,1465,282,36,3,1,2,1,9,2,1,0,0,c384144a3d13e973,Perfect World Shanghai Major 2024 Opening Stage
ztr,76561199009468655,GamerLegion,15,3,12,7,46,1.25,72.727272,78.36364,0.681818,0.545455,4.136364,1724,208,91,3,2,3,2,8,2,1,0,0,c384144a3d13e973,Perfect World Shanghai Major 2024 Opening Stage
zeRRoFIX,76561199121088563,Passion UA,8,1,16,0,0,0.5,63.636364,41.68182,0.363636,0.727273,1.409091,917,165,31,1,2,1,5,6,1,0,0,0,c384144a3d13e973,Perfect World Shanghai Major 2024 Opening Stage
sl3nd,76561198098071693,GamerLegion,14,3,13,3,21,1.076923,68.181816,73.409088,0.636364,0.590909,4.0,1615,111,88,1,2,2,1,9,1,1,0,0,c384144a3d13e973,Perfect World Shanghai Major 2024 Opening Stage
FL4MUS,76561198014259134,GamerLegion,20,8,18,13,65,1.111111,77.272728,105.409088,0.909091,0.818182,0.181818,2319,317,4,4,4,0,5,6,3,1,0,1,c384144a3d13e973,Perfect World Shanghai Major 2024 Opening Stage
jambo,76561198800253526,Passion UA,15,5,16,5,33,0.9375,77.272728,76.409088,0.681818,0.727273,4.818182,1681,247,106,4,2,2,5,5,5,0,0,0,c384144a3d13e973,Perfect World Shanghai Major 2024 Opening Stage
jackasmo,76561198446445284,Passion UA,11,3,17,5,45,0.647059,59.090908,63.909092,0.5,0.772727,1.363636,1406,249,30,0,5,4,0,4,2,1,0,0,c384144a3d13e973,Perfect World Shanghai Major 2024 Opening Stage
fEAR,76561198132026180,Passion UA,14,9,17,4,28,0.823529,77.272728,84.86364,0.636364,0.772727,4.545455,1867,242,100,2,1,2,3,8,3,0,0,0,c384144a3d13e973,Perfect World Shanghai Major 2024 Opening Stage
try,76561198365118288,Imperial Esports,14,5,11,2,14,1.272727,83.333328,60.0,0.583333,0.458333,0.791667,1440,126,19,0,0,2,2,5,3,1,0,0,2624ce5e4e994f2,Perfect World Shanghai Major 2024 Opening Stage
skullz,76561198118646644,FURIA,16,3,13,12,75,1.230769,70.833328,76.333336,0.666667,0.541667,4.541667,1832,335,109,3,0,0,3,7,3,1,0,0,2624ce5e4e994f2,Perfect World Shanghai Major 2024 Opening Stage
chelo,76561198067763828,FURIA,6,6,20,6,100,0.3,54.166668,40.375,0.25,0.833333,1.416667,969,188,34,1,7,1,3,6,0,0,0,0,2624ce5e4e994f2,Perfect World Shanghai Major 2024 Opening Stage
VINI,76561197996370184,Imperial Esports,9,9,17,3,33,0.529412,66.666672,43.0,0.375,0.708333,2.708333,1032,164,65,0,5,1,4,5,2,0,0,0,2624ce5e4e994f2,Perfect World Shanghai Major 2024 Opening Stage
 felps,76561197983031494,Imperial Esports,18,6,14,11,61,1.285714,75.0,80.416664,0.75,0.583333,2.5,1930,320,60,3,1,3,2,7,4,1,0,0,2624ce5e4e994f2,Perfect World Shanghai Major 2024 Opening Stage
KSCERATO,76561198058500492,FURIA,24,1,12,11,45,2.0,87.5,100.916664,1.0,0.5,10.583333,2422,440,254,4,1,4,2,7,7,1,0,0,2624ce5e4e994f2,Perfect World Shanghai Major 2024 Opening Stage
noway,76561198800209567,Imperial Esports,11,4,14,8,72,0.785714,75.0,54.833332,0.458333,0.583333,9.5,1316,292,228,2,4,1,3,7,2,0,0,0,2624ce5e4e994f2,Perfect World Shanghai Major 2024 Opening Stage
FalleN,76561197960690195,FURIA,13,6,10,5,38,1.3,79.166672,61.375,0.541667,0.416667,1.666667,1473,120,40,1,3,5,2,7,3,0,0,0,2624ce5e4e994f2,Perfect World Shanghai Major 2024 Opening Stage
yuurih,76561198164970560,FURIA,12,5,15,5,41,0.8,62.5,72.208336,0.5,0.625,2.583333,1733,315,62,3,1,2,3,6,1,0,1,0,2624ce5e4e994f2,Perfect World Shanghai Major 2024 Opening Stage
decenty,76561198307171910,Imperial Esports,18,2,15,10,55,1.2,83.333328,77.875,0.75,0.625,2.458333,1869,300,59,7,2,4,1,10,4,0,0,0,2624ce5e4e994f2,Perfect World Shanghai Major 2024 Opening Stage
Ax1Le,76561198045433304,Cloud9,3,1,1,2,66,3.0,100.0,72.75,0.75,0.25,0.0,291,24,0,0,0,0,0,1,1,0,0,0,3c13672a1a0bc6bf,Perfect World Shanghai Major 2024 Opening Stage
HeavyGod,76561198068002993,Cloud9,3,1,1,1,33,3.0,100.0,93.5,0.75,0.25,0.0,374,34,0,0,0,1,0,1,1,0,0,0,3c13672a1a0bc6bf,Perfect World Shanghai Major 2024 Opening Stage
interz,76561198208074320,Cloud9,0,0,2,0,0,0.0,50.0,5.25,0.0,0.5,0.0,21,6,0,0,0,0,0,0,0,0,0,0,3c13672a1a0bc6bf,Perfect World Shanghai Major 2024 Opening Stage
Boombl4,76561198146207066,Cloud9,3,1,1,1,33,3.0,75.0,63.75,0.75,0.25,0.0,255,98,0,1,1,0,0,0,0,1,0,0,3c13672a1a0bc6bf,Perfect World Shanghai Major 2024 Opening Stage
YEKINDAR,76561198134401925,Team Liquid,0,1,2,0,0,0.0,75.0,38.25,0.0,0.5,1.0,153,29,4,0,1,0,1,0,0,0,0,0,3c13672a1a0bc6bf,Perfect World Shanghai Major 2024 Opening Stage
ultimate,76561198283989223,Team Liquid,1,2,3,0,0,0.333333,75.0,44.5,0.25,0.75,0.0,178,27,0,0,0,0,1,1,0,0,0,0,3c13672a1a0bc6bf,Perfect World Shanghai Major 2024 Opening Stage
 NAF-FLY,76561198001151695,Team Liquid,1,0,3,0,0,0.333333,75.0,37.0,0.25,0.75,0.0,148,6,0,0,0,1,1,1,0,0,0,0,3c13672a1a0bc6bf,Perfect World Shanghai Major 2024 Opening Stage
Twistzz,76561198016255205,Team Liquid,2,0,3,0,0,0.666667,75.0,34.25,0.5,0.75,0.0,137,8,0,1,0,1,1,2,0,0,0,0,3c13672a1a0bc6bf,Perfect World Shanghai Major 2024 Opening Stage
jks,76561197977105184,Team Liquid,3,0,2,3,100,1.5,75.0,68.75,0.75,0.5,0.0,275,18,0,0,1,1,1,0,0,1,0,0,3c13672a1a0bc6bf,Perfect World Shanghai Major 2024 Opening Stage
ICY,76561198055109028,Cloud9,4,2,2,2,50,2.0,100.0,120.5,1.0,0.5,0.0,482,48,0,1,0,0,1,1,0,1,0,0,3c13672a1a0bc6bf,Perfect World Shanghai Major 2024 Opening Stage
Boombl4,76561198146207066,Cloud9,7,7,14,3,42,0.5,70.0,50.25,0.35,0.7,3.25,1005,236,65,0,6,3,3,5,1,0,0,0,9f7b0ecf5393bfbb,Perfect World Shanghai Major 2024 Opening Stage
YEKINDAR,76561198134401925,Team Liquid,10,3,12,4,40,0.833333,65.0,41.650002,0.5,0.6,0.65,833,143,13,3,2,3,3,6,2,0,0,0,9f7b0ecf5393bfbb,Perfect World Shanghai Major 2024 Opening Stage
Twistzz,76561198016255205,Team Liquid,18,3,12,12,66,1.5,80.0,99.050003,0.9,0.6,5.2,1981,382,104,3,3,1,2,4,4,2,0,0,9f7b0ecf5393bfbb,Perfect World Shanghai Major 2024 Opening Stage
ultimate,76561198283989223,Team Liquid,20,3,10,8,40,2.0,70.0,96.849998,1.0,0.5,3.95,1937,180,79,5,0,3,1,4,5,2,0,0,9f7b0ecf5393bfbb,Perfect World Shanghai Major 2024 Opening Stage
HeavyGod,76561198068002993,Cloud9,19,5,12,12,63,1.583333,75.0,94.900002,0.95,0.6,6.9,1898,428,138,2,1,4,2,4,6,1,0,0,9f7b0ecf5393bfbb,Perfect World Shanghai Major 2024 Opening Stage
 NAF-FLY,76561198001151695,Team Liquid,8,7,16,4,50,0.5,85.0,70.699997,0.4,0.8,9.25,1414,357,185,1,1,2,4,4,2,0,0,0,9f7b0ecf5393bfbb,Perfect World Shanghai Major 2024 Opening Stage
interz,76561198208074320,Cloud9,4,6,14,1,25,0.285714,65.0,45.450001,0.2,0.7,1.9,909,113,38,1,4,0,3,4,0,0,0,0,9f7b0ecf5393bfbb,Perfect World Shanghai Major 2024 Opening Stage
Ax1Le,76561198045433304,Cloud9,13,2,14,5,38,0.928571,70.0,62.0,0.65,0.7,0.1,1240,179,2,0,2,0,1,9,0,0,1,0,9f7b0ecf5393bfbb,Perfect World Shanghai Major 2024 Opening Stage
ICY,76561198055109028,Cloud9,17,4,13,6,35,1.307692,80.0,88.199997,0.85,0.65,5.0,1764,196,100,4,0,2,3,5,6,0,0,0,9f7b0ecf5393bfbb,Perfect World Shanghai Major 2024 Opening Stage
jks,76561197977105184,Team Liquid,10,3,11,3,30,0.909091,75.0,64.449997,0.5,0.55,3.4,1289,300,68,1,1,2,2,9,1,0,0,0,9f7b0ecf5393bfbb,Perfect World Shanghai Major 2024 Opening Stage
INS,76561197987212623,Flyquest,17,4,10,10,58,1.7,88.888893,108.722221,0.944444,0.555556,15.0,1957,363,270,2,2,4,2,10,2,1,0,0,ec69a6d82d403375,Perfect World Shanghai Major 2024 Opening Stage
dexter,76561198061801241,Flyquest,11,4,9,3,27,1.222222,83.333328,68.666664,0.611111,0.5,9.555555,1236,275,172,2,3,1,4,6,1,1,0,0,ec69a6d82d403375,Perfect World Shanghai Major 2024 Opening Stage
Twistzz,76561198016255205,Team Liquid,12,3,13,5,41,0.923077,72.222221,62.555557,0.666667,0.722222,0.0,1126,135,0,2,2,2,5,2,5,0,0,0,ec69a6d82d403375,Perfect World Shanghai Major 2024 Opening Stage
Liazz,76561198072321716,Flyquest,12,3,9,6,50,1.333333,77.777779,65.333336,0.666667,0.5,6.777778,1176,298,122,0,0,2,3,3,3,1,0,0,ec69a6d82d403375,Perfect World Shanghai Major 2024 Opening Stage
ultimate,76561198283989223,Team Liquid,6,3,13,4,66,0.461538,55.555557,47.888889,0.333333,0.722222,4.666667,862,159,84,0,3,1,2,2,2,0,0,0,ec69a6d82d403375,Perfect World Shanghai Major 2024 Opening Stage
YEKINDAR,76561198134401925,Team Liquid,9,2,16,9,100,0.5625,55.555557,70.555557,0.5,0.888889,6.388889,1270,192,115,2,4,2,2,5,2,0,0,0,ec69a6d82d403375,Perfect World Shanghai Major 2024 Opening Stage
aliStair,76561198098346710,Flyquest,16,4,8,6,37,2.0,94.444443,86.222221,0.888889,0.444444,6.055555,1552,234,109,3,1,3,2,8,4,0,0,0,ec69a6d82d403375,Perfect World Shanghai Major 2024 Opening Stage
 NAF-FLY,76561198001151695,Team Liquid,8,3,13,4,50,0.615385,77.777779,48.666668,0.444444,0.722222,0.166667,876,111,3,2,1,2,2,3,1,1,0,0,ec69a6d82d403375,Perfect World Shanghai Major 2024 Opening Stage
Vexite,76561198052888143,Flyquest,11,4,9,9,81,1.222222,88.888893,69.611115,0.611111,0.5,6.944445,1253,212,125,4,1,3,3,7,2,0,0,0,ec69a6d82d403375,Perfect World Shanghai Major 2024 Opening Stage
jks,76561197977105184,Team Liquid,10,1,12,6,60,0.833333,72.222221,57.055557,0.555556,0.666667,4.277778,1027,226,77,1,1,4,2,4,3,0,0,0,ec69a6d82d403375,Perfect World Shanghai Major 2024 Opening Stage
aliStair,76561198098346710,Flyquest,12,3,15,3,25,0.8,59.090908,54.272728,0.545455,0.681818,0.090909,1194,166,2,3,1,2,1,7,1,1,0,0,70edba2a4e5b79f8,Perfect World Shanghai Major 2024 Opening Stage
YEKINDAR,76561198134401925,Team Liquid,16,2,9,10,62,1.777778,77.272728,67.409088,0.727273,0.409091,3.409091,1483,183,75,4,2,2,0,9,2,1,0,0,70edba2a4e5b79f8,Perfect World Shanghai Major 2024 Opening Stage
jks,76561197977105184,Team Liquid,24,6,8,16,66,3.0,95.454544,112.227272,1.090909,0.363636,7.727273,2469,533,170,2,1,3,2,6,7,0,1,0,70edba2a4e5b79f8,Perfect World Shanghai Major 2024 Opening Stage
INS,76561197987212623,Flyquest,7,5,15,4,57,0.466667,63.636364,41.772728,0.318182,0.681818,8.681818,919,205,191,0,2,1,1,5,1,0,0,0,70edba2a4e5b79f8,Perfect World Shanghai Major 2024 Opening Stage
dexter,76561198061801241,Flyquest,11,1,17,7,63,0.647059,68.181816,58.590908,0.5,0.772727,1.409091,1289,222,31,3,5,1,4,11,0,0,0,0,70edba2a4e5b79f8,Perfect World Shanghai Major 2024 Opening Stage
Liazz,76561198072321716,Flyquest,7,4,18,6,85,0.388889,54.545456,54.68182,0.318182,0.818182,7.954545,1203,219,175,2,1,2,5,5,1,0,0,0,70edba2a4e5b79f8,Perfect World Shanghai Major 2024 Opening Stage
 NAF-FLY,76561198001151695,Team Liquid,9,8,13,5,55,0.692308,77.272728,67.409088,0.409091,0.590909,13.136364,1483,248,289,3,0,1,4,5,2,0,0,0,70edba2a4e5b79f8,Perfect World Shanghai Major 2024 Opening Stage
Vexite,76561198052888143,Flyquest,15,5,16,7,46,0.9375,68.181816,80.681816,0.681818,0.727273,4.045455,1775,278,89,2,3,5,2,7,2,0,1,0,70edba2a4e5b79f8,Perfect World Shanghai Major 2024 Opening Stage
ultimate,76561198283989223,Team Liquid,15,4,10,8,53,1.5,72.727272,72.954544,0.681818,0.454545,0.863636,1605,103,19,1,5,2,2,5,3,0,1,0,70edba2a4e5b79f8,Perfect World Shanghai Major 2024 Opening Stage
Twistzz,76561198016255205,Team Liquid,17,2,12,10,58,1.416667,81.818184,71.045456,0.772727,0.545455,2.5,1563,315,55,2,2,4,4,10,2,1,0,0,70edba2a4e5b79f8,Perfect World Shanghai Major 2024 Opening Stage
 NAF-FLY,76561198001151695,Team Liquid,8,3,7,4,50,1.142857,71.428574,69.0,0.571429,0.5,2.428571,966,210,34,1,1,1,1,6,1,0,0,0,ac50fa2d86d7ec32,Perfect World Shanghai Major 2024 Opening Stage
Vexite,76561198052888143,Flyquest,6,2,13,3,50,0.461538,64.285713,51.0,0.428571,0.928571,0.0,714,79,0,1,0,2,3,4,1,0,0,0,ac50fa2d86d7ec32,Perfect World Shanghai Major 2024 Opening Stage
Twistzz,76561198016255205,Team Liquid,13,7,9,4,30,1.444444,85.714287,95.64286,0.928571,0.642857,7.857143,1339,290,110,3,0,3,1,5,4,0,0,0,ac50fa2d86d7ec32,Perfect World Shanghai Major 2024 Opening Stage
dexter,76561198061801241,Flyquest,5,1,14,4,80,0.357143,57.14286,41.142857,0.357143,1.0,6.714286,576,63,94,2,5,0,2,3,1,0,0,0,ac50fa2d86d7ec32,Perfect World Shanghai Major 2024 Opening Stage
YEKINDAR,76561198134401925,Team Liquid,15,5,8,6,40,1.875,92.85714,107.714287,1.071429,0.571429,3.0,1508,218,42,3,2,4,5,6,3,1,0,0,ac50fa2d86d7ec32,Perfect World Shanghai Major 2024 Opening Stage
INS,76561197987212623,Flyquest,7,3,13,5,71,0.538462,50.0,57.357143,0.5,0.928571,2.0,803,85,28,1,3,3,0,5,1,0,0,0,ac50fa2d86d7ec32,Perfect World Shanghai Major 2024 Opening Stage
ultimate,76561198283989223,Team Liquid,17,3,6,6,35,2.833333,92.85714,109.14286,1.214286,0.428571,3.142857,1528,161,44,1,0,2,3,6,4,1,0,0,ac50fa2d86d7ec32,Perfect World Shanghai Major 2024 Opening Stage
Liazz,76561198072321716,Flyquest,7,3,13,4,57,0.538462,71.428574,66.0,0.5,0.928571,3.5,924,132,49,1,1,2,5,4,2,0,0,0,ac50fa2d86d7ec32,Perfect World Shanghai Major 2024 Opening Stage
aliStair,76561198098346710,Flyquest,10,2,13,4,40,0.769231,57.14286,78.571426,0.714286,0.928571,1.785714,1100,97,25,0,0,4,1,4,0,2,0,0,ac50fa2d86d7ec32,Perfect World Shanghai Major 2024 Opening Stage
jks,76561197977105184,Team Liquid,12,3,6,7,58,2.0,100.0,83.071426,0.857143,0.428571,3.071429,1163,193,43,1,2,2,2,8,2,0,0,0,ac50fa2d86d7ec32,Perfect World Shanghai Major 2024 Opening Stage
ultimate,76561198283989223,Team Liquid,19,10,14,8,42,1.357143,86.95652,88.782608,0.826087,0.608696,2.347826,2042,217,54,3,2,7,4,12,2,1,0,0,aa4ca1d27f10b983,Perfect World Shanghai Major 2024 Opening Stage
Sonic,76561197975129851,Wildcard,11,7,16,4,36,0.6875,65.217392,76.391304,0.478261,0.695652,5.478261,1757,263,126,2,0,4,5,7,2,0,0,0,aa4ca1d27f10b983,Perfect World Shanghai Major 2024 Opening Stage
jks,76561197977105184,Team Liquid,21,4,12,5,23,1.75,82.608696,78.652176,0.913043,0.521739,2.0,1809,213,46,3,2,4,4,7,1,4,0,0,aa4ca1d27f10b983,Perfect World Shanghai Major 2024 Opening Stage
phzy,76561198408199043,Wildcard,12,4,19,3,25,0.631579,73.91304,57.130436,0.521739,0.826087,4.391304,1314,227,101,1,2,6,3,8,2,0,0,0,aa4ca1d27f10b983,Perfect World Shanghai Major 2024 Opening Stage
Twistzz,76561198016255205,Team Liquid,12,5,11,7,58,1.090909,95.652176,60.95652,0.521739,0.478261,3.869565,1402,230,89,1,0,3,5,12,0,0,0,0,aa4ca1d27f10b983,Perfect World Shanghai Major 2024 Opening Stage
YEKINDAR,76561198134401925,Team Liquid,20,7,16,11,55,1.25,82.608696,97.695656,0.869565,0.695652,3.26087,2247,474,75,6,4,3,5,9,4,1,0,0,aa4ca1d27f10b983,Perfect World Shanghai Major 2024 Opening Stage
 NAF-FLY,76561198001151695,Team Liquid,12,7,17,5,41,0.705882,69.565216,56.739132,0.521739,0.73913,4.608696,1305,264,106,1,1,3,5,8,2,0,0,0,aa4ca1d27f10b983,Perfect World Shanghai Major 2024 Opening Stage
stanislaw,76561197981849043,Wildcard,15,3,17,4,26,0.882353,82.608696,62.086956,0.652174,0.73913,1.913043,1428,236,44,1,3,4,7,9,3,0,0,0,aa4ca1d27f10b983,Perfect World Shanghai Major 2024 Opening Stage
susp,76561198342718168,Wildcard,22,4,16,15,68,1.375,78.260872,98.391304,0.956522,0.695652,9.608696,2263,327,221,3,6,8,5,6,3,2,1,0,aa4ca1d27f10b983,Perfect World Shanghai Major 2024 Opening Stage
JBa,76561198184153575,Wildcard,10,2,16,6,60,0.625,65.217392,46.52174,0.434783,0.695652,0.608696,1070,223,14,2,3,2,6,5,1,1,0,0,aa4ca1d27f10b983,Perfect World Shanghai Major 2024 Opening Stage
drop,76561198388056582,MIBR,12,5,8,6,50,1.5,94.117645,72.941177,0.705882,0.470588,2.352941,1240,107,40,3,1,3,3,7,1,1,0,0,bd4dc46ac382a21a,Perfect World Shanghai Major 2024 Opening Stage
Vexite,76561198052888143,Flyquest,8,2,13,3,37,0.615385,52.941177,48.470589,0.470588,0.764706,0.235294,824,128,4,0,5,3,1,3,1,1,0,0,bd4dc46ac382a21a,Perfect World Shanghai Major 2024 Opening Stage
 saffee,76561197985565685,MIBR,18,5,6,8,44,3.0,100.0,99.647057,1.058824,0.352941,5.882353,1694,157,100,0,2,2,4,6,3,2,0,0,bd4dc46ac382a21a,Perfect World Shanghai Major 2024 Opening Stage
insani,76561198061423730,MIBR,13,3,9,9,69,1.444444,82.352943,87.235291,0.764706,0.529412,1.411765,1483,190,24,3,1,0,2,9,2,0,0,0,bd4dc46ac382a21a,Perfect World Shanghai Major 2024 Opening Stage
INS,76561197987212623,Flyquest,11,4,13,9,81,0.846154,70.588234,88.882355,0.647059,0.764706,2.0,1511,307,34,1,1,2,1,7,2,0,0,0,bd4dc46ac382a21a,Perfect World Shanghai Major 2024 Opening Stage
Lucaozy,76561198157388473,MIBR,14,6,9,6,42,1.555556,82.352943,89.529411,0.823529,0.529412,0.529412,1522,244,9,2,2,3,2,4,5,0,0,0,bd4dc46ac382a21a,Perfect World Shanghai Major 2024 Opening Stage
aliStair,76561198098346710,Flyquest,9,2,12,2,22,0.75,64.705887,54.470589,0.529412,0.705882,1.647059,926,90,28,2,0,0,0,6,0,1,0,0,bd4dc46ac382a21a,Perfect World Shanghai Major 2024 Opening Stage
Liazz,76561198072321716,Flyquest,5,3,14,2,40,0.357143,52.941177,47.529411,0.294118,0.823529,1.294118,808,89,22,1,1,1,2,3,1,0,0,0,bd4dc46ac382a21a,Perfect World Shanghai Major 2024 Opening Stage
exit,76561198010496342,MIBR,10,3,8,3,30,1.25,76.470589,58.705883,0.588235,0.470588,5.647059,998,142,96,1,2,2,2,5,1,1,0,0,bd4dc46ac382a21a,Perfect World Shanghai Major 2024 Opening Stage
dexter,76561198061801241,Flyquest,7,1,15,3,42,0.466667,41.176472,47.117645,0.411765,0.882353,2.529412,801,174,43,4,2,0,2,3,0,0,1,0,bd4dc46ac382a21a,Perfect World Shanghai Major 2024 Opening Stage
Lucaozy,76561198157388473,MIBR,14,5,7,8,57,2.0,88.888893,81.833336,0.777778,0.388889,4.388889,1473,255,79,0,1,3,1,5,3,1,0,0,bdbf28b424a76bf1,Perfect World Shanghai Major 2024 Opening Stage
INS,76561197987212623,Flyquest,14,4,14,7,50,1.0,77.777779,94.0,0.777778,0.777778,11.388889,1692,286,205,3,3,3,5,7,2,1,0,0,bdbf28b424a76bf1,Perfect World Shanghai Major 2024 Opening Stage
Vexite,76561198052888143,Flyquest,11,3,16,7,63,0.6875,61.111111,68.222221,0.611111,0.888889,5.0,1228,184,90,0,2,6,2,5,3,0,0,0,bdbf28b424a76bf1,Perfect World Shanghai Major 2024 Opening Stage
dexter,76561198061801241,Flyquest,4,2,16,4,100,0.25,33.333336,33.888889,0.222222,0.888889,8.944445,610,125,161,1,6,2,3,2,1,0,0,0,bdbf28b424a76bf1,Perfect World Shanghai Major 2024 Opening Stage
Liazz,76561198072321716,Flyquest,12,6,15,3,25,0.8,66.666672,60.166668,0.666667,0.833333,6.277778,1083,179,113,0,1,4,6,6,0,2,0,0,bdbf28b424a76bf1,Perfect World Shanghai Major 2024 Opening Stage
 saffee,76561197985565685,MIBR,18,4,12,5,27,1.5,72.222221,91.055557,1.0,0.666667,2.888889,1639,133,52,5,2,1,3,3,3,3,0,0,bdbf28b424a76bf1,Perfect World Shanghai Major 2024 Opening Stage
drop,76561198388056582,MIBR,14,6,9,8,57,1.555556,83.333328,81.555557,0.777778,0.5,6.666667,1468,266,120,1,1,2,1,7,2,1,0,0,bdbf28b424a76bf1,Perfect World Shanghai Major 2024 Opening Stage
aliStair,76561198098346710,Flyquest,5,5,15,4,80,0.333333,66.666672,40.277779,0.277778,0.833333,0.166667,725,94,3,1,1,1,5,5,0,0,0,0,bdbf28b424a76bf1,Perfect World Shanghai Major 2024 Opening Stage
exit,76561198010496342,MIBR,15,5,8,9,60,1.875,94.444443,100.388885,0.833333,0.444444,10.166667,1807,306,183,4,0,2,1,3,6,0,0,0,bdbf28b424a76bf1,Perfect World Shanghai Major 2024 Opening Stage
insani,76561198061423730,MIBR,15,5,10,8,53,1.5,77.777779,100.111115,0.833333,0.555556,7.666667,1802,226,138,3,1,2,4,6,3,1,0,0,bdbf28b424a76bf1,Perfect World Shanghai Major 2024 Opening Stage
